,used_algorithm,name_of_src_file,number_of_cities,index_of_sample,best_way,full_cost,hamiltonian_cycle_cost,time_duration_without_malloc_in_sec,utilization_of_cpu,used_memory_after_measurement_in_bytes,used_memory_peak_after_measurement_in_bytes
649,brute_force_lib_python_tsp,TSP_CITIES_SET_49_N_10.json,10,49,"[0, 8, 6, 7, 4, 2, 5, 1, 3, 9, 0]",6475.613352524307,6475.613352524307,4.0454734000000006,"[32.1, 26.8, 37.5, 25.0, 25.0, 25.0, 25.0, 35.9, 27.1, 25.0, 41.1, 41.1, 59.6, 19.6, 21.1, 15.6, 16.7]",8038,8038
650,brute_force_lib_python_tsp,TSP_CITIES_SET_50_N_10.json,10,50,"[0, 3, 1, 8, 5, 6, 4, 2, 7, 9, 0]",6697.399681892759,6697.39968189276,3.6601170000000005,"[21.7, 14.3, 20.3, 12.5, 21.0, 25.0, 27.6, 17.2, 15.6, 22.6, 21.4, 19.6, 28.1, 33.9, 23.4, 14.3, 12.5]",8038,8038
651,brute_force_lib_python_tsp,TSP_CITIES_SET_51_N_10.json,10,51,"[0, 2, 6, 4, 3, 8, 7, 9, 1, 5, 0]",5319.928843761649,5319.92884376165,4.0050932,"[12.5, 23.0, 17.2, 11.3, 28.6, 27.7, 21.9, 28.1, 26.8, 12.5, 17.9, 12.1, 16.4, 26.6, 12.5, 25.0, 21.9, 15.6]",8038,8038
652,brute_force_lib_python_tsp,TSP_CITIES_SET_52_N_10.json,10,52,"[0, 1, 5, 4, 2, 3, 7, 8, 9, 6, 0]",5975.624460300034,5975.624460300034,6.2421351,"[46.4, 31.2, 42.9, 57.9, 32.8, 25.0, 30.0, 51.8, 23.1, 19.6, 34.4, 25.0, 17.9, 17.9, 12.5, 21.4, 18.8, 15.8, 12.7, 36.8, 12.5, 14.0]",8038,8038
653,brute_force_lib_python_tsp,TSP_CITIES_SET_53_N_10.json,10,53,"[0, 4, 2, 3, 5, 6, 8, 9, 1, 7, 0]",5528.816608618419,5528.816608618418,4.216394900000001,"[14.3, 30.4, 51.8, 21.4, 46.4, 30.4, 38.8, 41.1, 54.7, 37.5, 66.7, 36.8, 42.9, 33.9, 25.0, 49.1, 32.1, 59.1, 25.4, 57.1, 27.1, 42.9]",8038,8038
654,brute_force_lib_python_tsp,TSP_CITIES_SET_54_N_10.json,10,54,"[0, 4, 2, 7, 9, 5, 1, 8, 3, 6, 0]",6143.631763392552,6143.631763392552,3.3678875,"[41.1, 33.8, 16.7, 37.7, 64.3, 50.0, 35.7, 12.5, 23.2, 14.3, 16.1, 33.9, 21.1, 23.7, 12.5, 25.0, 14.8]",8038,8038
655,brute_force_lib_python_tsp,TSP_CITIES_SET_55_N_10.json,10,55,"[0, 3, 8, 2, 1, 6, 9, 5, 7, 4, 0]",4377.991312996807,4377.991312996808,3.8175491999999998,"[57.1, 45.8, 40.0, 12.3, 26.6, 20.0, 14.3, 12.5, 21.4, 18.8, 22.4, 16.1, 14.1, 23.4, 17.9, 32.8, 14.3]",8038,8038
656,brute_force_lib_python_tsp,TSP_CITIES_SET_56_N_10.json,10,56,"[0, 5, 8, 1, 3, 4, 2, 7, 9, 6, 0]",5300.481340356213,5300.481340356213,3.5110071000000005,"[19.6, 26.8, 16.1, 26.6, 41.0, 37.5, 79.2, 26.2, 26.8, 25.0, 64.3, 28.6, 21.4, 35.7, 42.9, 39.3, 13.1, 21.3]",8038,8038
657,brute_force_lib_python_tsp,TSP_CITIES_SET_57_N_10.json,10,57,"[0, 3, 2, 6, 7, 1, 9, 8, 5, 4, 0]",6798.3732985435845,6798.3732985435845,3.9637699000000004,"[12.5, 17.9, 20.3, 14.3, 21.4, 18.0, 45.3, 11.3, 26.8, 12.5, 25.0, 12.5, 21.9, 11.3]",8038,8038
658,brute_force_lib_python_tsp,TSP_CITIES_SET_58_N_10.json,10,58,"[0, 5, 1, 2, 3, 4, 6, 9, 7, 8, 0]",6765.164650500106,6765.164650500106,3.8148946,"[16.1, 19.3, 25.0, 13.3, 14.3, 20.6, 26.0, 12.2, 12.5, 30.4, 17.9, 23.2, 14.3, 23.3, 14.3, 28.6, 15.1, 12.5, 12.9, 26.7, 17.0, 10.7]",8038,8038
659,brute_force_lib_python_tsp,TSP_CITIES_SET_59_N_10.json,10,59,"[0, 9, 5, 2, 3, 7, 4, 8, 6, 1, 0]",4202.3681842100905,4202.3681842100905,3.4971499,"[15.6, 40.3, 34.4, 42.9, 34.4, 25.0, 26.6, 29.2, 27.7, 26.8, 35.4, 23.3, 29.2, 22.8, 14.3, 20.3, 12.5]",8038,8038
660,brute_force_lib_python_tsp,TSP_CITIES_SET_60_N_10.json,10,60,"[0, 6, 4, 7, 1, 2, 8, 3, 5, 9, 0]",5959.475896155257,5959.475896155257,4.4991516,"[18.8, 21.5, 17.3, 21.5, 24.2, 26.6, 17.2, 17.9, 21.4, 12.5, 12.5, 12.7, 35.7, 16.1, 22.4, 18.8, 40.4, 39.3, 14.3, 21.4]",8038,8038
661,brute_force_lib_python_tsp,TSP_CITIES_SET_61_N_10.json,10,61,"[0, 1, 8, 4, 2, 9, 3, 5, 6, 7, 0]",5490.414543046637,5490.414543046637,3.3577308000000006,"[19.6, 21.9, 18.8, 11.7, 22.2, 25.9, 21.5, 17.9, 25.0, 20.3, 35.4, 12.5, 21.9, 18.8, 19.4, 28.6, 7.1]",8038,8038
662,brute_force_lib_python_tsp,TSP_CITIES_SET_62_N_10.json,10,62,"[0, 4, 3, 5, 7, 8, 1, 6, 2, 9, 0]",5964.893651595036,5964.893651595037,3.2413658999999995,"[30.0, 35.1, 25.0, 28.6, 38.6, 26.8, 34.5, 25.0, 32.8, 25.0, 31.1, 26.8, 21.4, 17.0, 31.6, 28.1, 15.7, 13.3]",8038,8038
663,brute_force_lib_python_tsp,TSP_CITIES_SET_63_N_10.json,10,63,"[0, 3, 8, 1, 5, 7, 4, 9, 2, 6, 0]",6033.721194495775,6033.721194495776,3.4257963,"[18.8, 26.8, 27.7, 39.3, 25.0, 12.5, 28.3, 12.5, 23.3, 12.5, 19.6, 21.3, 17.2, 21.4, 14.3, 21.4, 5.4]",8038,8038
664,brute_force_lib_python_tsp,TSP_CITIES_SET_64_N_10.json,10,64,"[0, 5, 9, 1, 2, 8, 4, 3, 7, 6, 0]",6661.8516493944035,6661.851649394403,3.4607336999999996,"[37.5, 20.6, 12.5, 22.2, 19.2, 28.6, 12.5, 12.5, 15.6, 14.3, 12.5, 26.3, 17.2, 21.4, 21.4, 17.9, 33.3, 28.1, 39.3, 57.8]",8038,8038
665,brute_force_lib_python_tsp,TSP_CITIES_SET_65_N_10.json,10,65,"[0, 2, 9, 5, 6, 3, 4, 1, 7, 8, 0]",4812.970022834779,4812.970022834779,4.1006602,"[17.6, 31.2, 26.8, 35.1, 26.6, 25.0, 25.0, 28.8, 28.6, 32.1, 23.2, 32.1, 26.8, 26.8, 83.7, 98.6, 33.9, 17.2, 69.6, 37.5]",8038,8038
666,brute_force_lib_python_tsp,TSP_CITIES_SET_66_N_10.json,10,66,"[0, 1, 9, 7, 2, 8, 3, 5, 4, 6, 0]",5745.0389108265235,5745.0389108265235,3.6610367999999998,"[71.4, 67.9, 15.0, 51.8, 33.3, 19.3, 21.3, 25.0, 19.6, 17.9, 12.5, 21.4, 20.3, 28.1, 15.8]",8038,8038
667,brute_force_lib_python_tsp,TSP_CITIES_SET_67_N_10.json,10,67,"[0, 4, 1, 5, 9, 8, 3, 6, 2, 7, 0]",5215.479084784998,5215.479084784997,3.6174432,"[23.1, 17.9, 34.4, 48.2, 25.0, 28.6, 12.5, 12.5, 17.2, 17.3, 18.8, 24.6, 17.2, 19.6, 12.5]",8038,8038
668,brute_force_lib_python_tsp,TSP_CITIES_SET_68_N_10.json,10,68,"[0, 2, 6, 9, 4, 5, 3, 8, 1, 7, 0]",6033.353699283437,6033.353699283437,3.1834084000000002,"[12.5, 12.5, 71.2, 12.5, 32.8, 25.0, 25.0, 25.0, 29.7, 44.8, 41.1, 48.2, 46.9, 60.7, 39.1, 25.0, 17.5, 20.0, 4.7]",8038,8038
669,brute_force_lib_python_tsp,TSP_CITIES_SET_69_N_10.json,10,69,"[0, 1, 7, 5, 9, 3, 2, 8, 4, 6, 0]",5673.342732901322,5673.342732901322,3.1479674999999996,"[14.1, 17.9, 26.6, 12.5, 32.8, 14.3, 17.2, 28.6, 20.8, 16.1, 40.6, 16.1, 12.5, 3.6]",8038,8038
670,brute_force_lib_python_tsp,TSP_CITIES_SET_70_N_10.json,10,70,"[0, 1, 7, 3, 5, 4, 8, 9, 2, 6, 0]",6010.266170157048,6010.266170157048,3.3651598,"[38.6, 32.1, 19.6, 29.7, 35.1, 23.2, 12.5, 15.9, 12.5, 26.2, 12.5, 26.8, 19.6, 26.8, 12.5, 33.9, 6.2]",8038,8038
671,brute_force_lib_python_tsp,TSP_CITIES_SET_71_N_10.json,10,71,"[0, 4, 8, 7, 1, 3, 9, 2, 5, 6, 0]",6838.526852613916,6838.526852613916,3.6392772,"[28.6, 32.1, 25.0, 25.0, 30.4, 33.9, 28.6, 25.0, 26.3, 25.0, 24.6, 29.5, 25.0, 15.6, 16.7]",8038,8038
672,brute_force_lib_python_tsp,TSP_CITIES_SET_72_N_10.json,10,72,"[0, 6, 3, 4, 1, 2, 8, 7, 5, 9, 0]",4752.062363623483,4752.062363623484,3.3066892,"[76.8, 39.3, 43.8, 46.0, 45.3, 43.1, 46.9, 39.1, 35.4, 12.5, 75.0, 17.5, 51.6, 12.3, 14.3, 53.6, 15.6, 45.8]",8038,8038
673,brute_force_lib_python_tsp,TSP_CITIES_SET_73_N_10.json,10,73,"[0, 4, 5, 6, 7, 8, 2, 1, 3, 9, 0]",5308.511876436491,5308.511876436491,4.0743221,"[23.1, 31.6, 39.3, 32.8, 32.1, 33.8, 42.9, 19.0, 24.2, 23.4, 73.2, 21.4, 23.2, 18.8, 71.4, 44.6, 18.8, 12.5, 21.1]",8038,8038
674,brute_force_lib_python_tsp,TSP_CITIES_SET_74_N_10.json,10,74,"[0, 6, 3, 9, 5, 7, 1, 8, 2, 4, 0]",6309.184057395108,6309.184057395108,3.8465174,"[26.8, 71.4, 14.3, 37.0, 44.6, 35.4, 25.0, 37.5, 42.1, 44.3, 16.1, 29.5, 44.6, 51.8, 25.0, 30.4, 23.2]",7985,7985
675,brute_force_lib_python_tsp,TSP_CITIES_SET_75_N_10.json,10,75,"[0, 8, 7, 4, 5, 6, 3, 9, 2, 1, 0]",5701.5411127393245,5701.541112739325,3.1594464,"[12.5, 32.8, 32.1, 37.5, 35.1, 32.1, 25.4, 17.9, 12.5, 18.8, 12.5, 12.5, 12.5, 94.6, 91.1, 32.1, 12.5]",8038,8038
676,brute_force_lib_python_tsp,TSP_CITIES_SET_76_N_10.json,10,76,"[0, 3, 9, 4, 7, 1, 5, 2, 8, 6, 0]",6226.215789937114,6226.215789937114,3.6592630999999995,"[28.6, 29.7, 23.3, 32.1, 48.4, 25.0, 45.8, 25.0, 25.8, 12.5, 12.5, 16.1, 12.5]",8038,8038
677,brute_force_lib_python_tsp,TSP_CITIES_SET_77_N_10.json,10,77,"[0, 4, 6, 1, 9, 7, 3, 5, 2, 8, 0]",6239.129122896166,6239.129122896165,4.0172797,"[17.5, 47.4, 16.7, 17.9, 23.2, 12.5, 23.2, 17.2, 36.8, 41.1, 66.2, 21.1, 32.1, 15.6, 12.5]",8038,8038
678,brute_force_lib_python_tsp,TSP_CITIES_SET_78_N_10.json,10,78,"[0, 3, 9, 8, 7, 5, 1, 2, 4, 6, 0]",5690.155576883234,5690.155576883234,3.7027087,"[12.5, 21.9, 12.5, 12.5, 16.1, 21.9, 19.6, 19.6, 11.9, 23.4, 14.1, 12.5, 20.3, 14.0, 10.9]",8038,8038
679,brute_force_lib_python_tsp,TSP_CITIES_SET_79_N_10.json,10,79,"[0, 8, 2, 3, 9, 6, 7, 5, 4, 1, 0]",4061.1088023269867,4061.1088023269867,3.7611889999999994,"[30.4, 50.0, 50.0, 37.5, 17.7, 15.6, 17.9, 33.3, 33.9, 28.1, 35.9, 33.9, 39.1, 29.7, 25.0, 87.5, 48.4]",8038,8038
680,brute_force_lib_python_tsp,TSP_CITIES_SET_80_N_10.json,10,80,"[0, 4, 1, 2, 9, 6, 8, 7, 3, 5, 0]",5920.998335322843,5920.998335322842,3.7405487,"[15.6, 16.1, 12.5, 19.4, 21.4, 26.6, 12.5, 16.9, 19.6, 12.5, 30.4, 25.0, 29.2, 33.3, 28.1]",8038,8038
681,brute_force_lib_python_tsp,TSP_CITIES_SET_81_N_10.json,10,81,"[0, 1, 3, 9, 5, 4, 6, 8, 2, 7, 0]",6152.32957840029,6152.32957840029,3.5660588,"[25.0, 43.8, 33.9, 18.5, 19.6, 15.9, 27.1, 37.5, 25.0, 35.1, 42.9, 71.4, 60.7, 33.9, 42.2, 33.9, 51.5, 41.1, 30.4, 33.9, 51.6, 43.9]",8038,8038
682,brute_force_lib_python_tsp,TSP_CITIES_SET_82_N_10.json,10,82,"[0, 4, 1, 3, 5, 2, 6, 8, 9, 7, 0]",4294.726625043768,4294.726625043768,3.2886014999999995,"[19.6, 26.3, 27.7, 43.3, 55.4, 82.1, 29.2, 37.5, 34.4, 62.5, 84.2, 41.7, 78.1, 24.1, 33.9, 58.9, 89.8, 79.2, 25.0, 12.5]",8038,8038
683,brute_force_lib_python_tsp,TSP_CITIES_SET_83_N_10.json,10,83,"[0, 4, 5, 3, 2, 7, 9, 6, 1, 8, 0]",5940.233248456856,5940.233248456856,3.6291053000000004,"[10.9, 21.9, 17.9, 18.5, 20.8, 12.5, 55.4, 21.9, 24.6, 23.2, 22.8, 21.9, 19.6, 48.2, 42.9, 78.5, 12.5, 12.5, 12.5]",8038,8038
684,brute_force_lib_python_tsp,TSP_CITIES_SET_84_N_10.json,10,84,"[0, 4, 6, 5, 2, 8, 1, 3, 9, 7, 0]",6007.125494844408,6007.125494844409,4.1935777000000005,"[14.3, 29.7, 12.5, 14.1, 33.9, 83.9, 11.8, 36.9, 46.4, 21.9, 17.9, 21.4, 12.5, 12.5, 9.4]",8038,8038
685,brute_force_lib_python_tsp,TSP_CITIES_SET_85_N_10.json,10,85,"[0, 1, 8, 2, 9, 6, 5, 7, 3, 4, 0]",6344.029876127998,6344.029876127999,4.0441735,"[15.3, 55.1, 12.5, 80.4, 31.2, 67.2, 52.3, 28.6, 32.1, 34.4, 41.1, 42.9, 64.3, 30.4, 59.4, 29.2, 70.3, 22.9, 16.9, 70.8]",8038,8038
686,brute_force_lib_python_tsp,TSP_CITIES_SET_86_N_10.json,10,86,"[0, 4, 1, 3, 6, 5, 7, 2, 9, 8, 0]",5256.930728590818,5256.930728590818,4.2910024,"[30.4, 30.4, 14.3, 46.6, 22.8, 14.0, 26.8, 15.6, 15.6, 31.2, 16.1, 28.1, 15.6, 37.5, 37.5, 11.5]",8038,8038
687,brute_force_lib_python_tsp,TSP_CITIES_SET_87_N_10.json,10,87,"[0, 1, 3, 6, 4, 7, 2, 5, 8, 9, 0]",4792.157149049223,4792.157149049224,3.9246646999999997,"[82.8, 44.8, 31.2, 44.6, 32.1, 28.1, 35.7, 75.0, 39.3, 40.6, 26.3, 34.4, 37.9, 42.9, 17.5, 54.7, 39.7, 41.4]",8038,8038
688,brute_force_lib_python_tsp,TSP_CITIES_SET_88_N_10.json,10,88,"[0, 3, 2, 6, 4, 1, 9, 7, 5, 8, 0]",5514.595917011456,5514.595917011456,4.0251434999999995,"[25.0, 18.8, 42.9, 27.8, 42.9, 89.1, 48.2, 100.0, 58.9, 67.9, 53.6, 38.6, 85.7, 94.9, 43.8, 16.1, 32.8, 16.1, 50.0, 49.0, 64.1]",8038,8038
689,brute_force_lib_python_tsp,TSP_CITIES_SET_89_N_10.json,10,89,"[0, 1, 2, 7, 3, 5, 9, 4, 8, 6, 0]",4222.3725731974755,4222.3725731974755,3.7772886,"[70.2, 17.5, 27.1, 25.9, 27.9, 25.0, 30.4, 42.2, 21.4, 26.2, 19.6, 21.9, 24.6, 44.6, 91.1, 39.1, 58.3, 46.9, 75.3, 26.3, 53.6]",8038,8038
690,brute_force_lib_python_tsp,TSP_CITIES_SET_90_N_10.json,10,90,"[0, 5, 7, 2, 1, 9, 3, 6, 4, 8, 0]",4765.705896723144,4765.705896723144,3.2431827999999996,"[21.9, 32.1, 12.5, 26.3, 17.2, 12.5, 14.3, 53.1, 37.5, 86.4, 26.8, 11.3, 16.1, 23.4, 23.2, 67.9, 23.2, 14.3]",8038,8038
691,brute_force_lib_python_tsp,TSP_CITIES_SET_91_N_10.json,10,91,"[0, 6, 1, 7, 4, 2, 9, 5, 3, 8, 0]",5505.663519122174,5505.663519122174,3.1574561,"[25.0, 23.0, 46.4, 35.7, 42.2, 37.5, 25.0, 12.5, 26.8, 32.3, 26.8, 18.1, 14.1, 19.3, 12.5, 12.5]",8038,8038
692,brute_force_lib_python_tsp,TSP_CITIES_SET_92_N_10.json,10,92,"[0, 8, 9, 7, 2, 5, 3, 6, 1, 4, 0]",5320.218517533825,5320.218517533826,3.3321087,"[12.3, 11.3, 16.9, 23.4, 12.7, 23.4, 15.6, 12.5, 12.5, 12.5, 12.5, 12.5, 12.5]",8038,8038
693,brute_force_lib_python_tsp,TSP_CITIES_SET_93_N_10.json,10,93,"[0, 1, 6, 2, 7, 5, 9, 4, 3, 8, 0]",5827.32816643685,5827.32816643685,3.7139157000000003,"[15.6, 12.3, 22.2, 14.6, 12.5, 12.5, 17.2, 12.9, 12.5, 11.9, 12.5, 20.3, 15.8, 7.8]",8038,8038
694,brute_force_lib_python_tsp,TSP_CITIES_SET_94_N_10.json,10,94,"[0, 1, 7, 2, 9, 6, 8, 4, 3, 5, 0]",6268.022532205002,6268.022532205001,3.4160066000000002,"[12.7, 18.8, 43.1, 12.5, 39.3, 14.3, 20.3, 23.2, 14.3, 39.3, 28.6, 23.1, 38.0, 28.6, 47.7, 26.8, 32.8, 27.6, 26.7]",8038,8038
695,brute_force_lib_python_tsp,TSP_CITIES_SET_95_N_10.json,10,95,"[0, 9, 2, 5, 3, 1, 6, 4, 7, 8, 0]",5242.74789774689,5242.747897746889,3.4910875999999997,"[23.2, 13.2, 33.9, 28.6, 19.4, 48.2, 46.4, 36.7, 26.8, 28.3, 25.0, 25.0, 25.0, 24.6, 27.6, 38.2, 36.7, 23.2]",8038,8038
696,brute_force_lib_python_tsp,TSP_CITIES_SET_96_N_10.json,10,96,"[0, 1, 6, 9, 5, 2, 8, 7, 4, 3, 0]",5708.496019104648,5708.496019104648,3.4281919,"[37.5, 49.1, 39.3, 35.1, 37.5, 37.5, 23.9, 25.0, 35.1, 28.6, 23.7, 25.0, 30.0, 25.0, 35.0, 25.0, 27.3, 25.0]",8038,8038
697,brute_force_lib_python_tsp,TSP_CITIES_SET_97_N_10.json,10,97,"[0, 3, 7, 1, 2, 9, 6, 5, 4, 8, 0]",5409.620474719681,5409.620474719681,3.7613348,"[23.5, 35.7, 28.6, 25.0, 24.6, 24.1, 32.8, 25.0, 27.5, 28.6, 31.7, 30.4, 32.8, 35.5, 40.0, 39.6, 31.2]",8038,8038
698,brute_force_lib_python_tsp,TSP_CITIES_SET_98_N_10.json,10,98,"[0, 2, 1, 3, 5, 7, 4, 8, 6, 9, 0]",4898.570941803969,4898.570941803969,3.4669209,"[28.6, 25.0, 27.3, 23.7, 23.5, 25.0, 24.1, 25.0, 28.1, 25.0, 35.7, 27.6, 28.1, 30.2, 24.0, 29.7]",8038,8038
699,brute_force_lib_python_tsp,TSP_CITIES_SET_99_N_10.json,10,99,"[0, 1, 9, 5, 7, 4, 3, 6, 2, 8, 0]",5855.930912612464,5855.930912612464,3.5801818000000005,"[39.3, 43.8, 39.1, 41.4, 46.4, 53.1, 37.5, 40.4, 39.3, 43.1, 40.4, 37.5, 26.8, 26.4, 27.6, 26.4, 40.6, 23.7]",8038,8038
700,brute_force_lib_python_tsp,TSP_CITIES_SET_0_N_11.json,11,0,"[0, 5, 2, 7, 1, 3, 8, 4, 9, 6, 10, 0]",5591.092990849824,5591.092990849824,38.7676758,"[64.3, 32.2, 27.1, 25.0, 25.0, 26.6, 35.7, 30.4, 32.8, 25.0, 35.0, 21.2, 28.6, 21.4, 25.0, 33.3, 22.9, 34.4, 56.1, 45.6, 34.6, 50.0, 37.5, 39.1, 42.2, 35.9, 37.5, 35.3, 39.1, 35.4, 32.1, 22.9, 37.5, 21.4, 25.0, 28.1, 26.8, 27.9, 25.5, 25.0, 25.9, 24.6, 25.0, 28.6, 31.2, 30.4, 57.9, 28.1, 30.8, 32.1, 25.0, 28.1, 26.8, 32.8, 22.6, 35.9, 23.0, 30.4, 21.4, 33.9, 26.2, 26.8, 23.0, 25.0, 25.0, 23.2, 25.0, 22.9, 25.0, 25.0, 31.6, 30.4, 41.2, 46.9, 37.5, 42.5, 37.5, 37.7, 50.9, 42.9, 37.5, 37.5, 40.6, 35.0, 32.8, 23.2, 26.8, 26.3, 26.6, 25.0, 41.7, 53.6, 48.2, 36.8, 37.5, 46.9, 42.9, 37.5, 37.5, 45.3, 37.5, 25.0, 25.0, 22.6, 25.0, 33.9, 30.4, 25.0, 32.1, 23.2, 25.0, 32.8, 23.2, 25.0, 25.0, 37.5, 23.2, 26.2, 30.8, 25.0, 27.1, 26.8, 23.5, 28.1, 32.1, 25.0, 48.2, 45.3, 36.0, 45.3, 33.3, 45.3, 51.9, 54.2, 100.0, 70.8, 51.8, 41.1, 57.1, 42.2, 56.2, 25.0, 49.2, 28.6, 40.3, 35.7, 25.0, 24.6, 37.5, 33.9, 26.7, 37.5, 33.9, 30.4, 25.0, 33.9, 26.8, 27.1, 31.7, 29.4, 32.1, 26.8, 33.3, 35.7, 26.2, 35.7, 29.0, 36.4, 25.0, 27.7, 32.1, 58.9, 35.8, 40.6, 25.0, 32.2, 35.7, 25.0, 38.1, 28.1, 62.5, 48.2, 52.3, 53.6, 41.1, 37.5, 46.9, 44.6, 42.2, 32.1, 42.2, 46.4, 33.9, 36.7, 37.5, 35.0, 26.8, 25.0, 41.1, 29.8, 33.9, 35.7, 30.4, 39.3, 33.9, 29.7, 24.6, 42.9, 32.8, 28.6, 25.0, 28.6, 29.7, 30.4, 35.7, 16.1]",7994,7994
701,brute_force_lib_python_tsp,TSP_CITIES_SET_1_N_11.json,11,1,"[0, 1, 5, 4, 9, 8, 7, 3, 6, 10, 2, 0]",6973.303118865509,6973.303118865509,31.847068500000002,"[19.6, 18.8, 17.9, 20.3, 12.5, 12.3, 12.5, 12.5, 12.5, 12.1, 17.2, 17.2, 12.9, 19.0, 12.5, 12.5, 12.5, 30.8, 25.0, 26.6, 29.7, 25.0, 31.2, 28.6, 31.9, 25.0, 24.1, 29.1, 15.6, 12.1, 18.8, 17.5, 19.6, 18.1, 18.0, 14.1, 14.3, 17.9, 12.5, 12.3, 12.5, 17.2, 17.2, 12.5, 18.8, 12.5, 30.4, 13.7, 11.3, 12.5, 17.2, 11.5, 20.0, 18.8, 12.5, 18.8, 14.3, 14.1, 17.9, 12.5, 12.5, 17.2, 11.7, 16.1, 11.7, 14.1, 17.9, 13.2, 12.5, 12.5, 13.1, 25.0, 29.7, 25.0, 32.1, 29.7, 25.4, 30.6, 25.0, 25.0, 25.0, 25.0, 12.5, 17.2, 11.3, 16.7, 18.1, 17.2, 12.3, 13.0, 12.5, 15.6, 11.3, 17.2, 18.3, 12.1, 19.4, 11.3, 17.9, 12.5, 12.5, 17.9, 14.5, 12.7, 19.6, 17.2, 12.5, 14.1, 12.5, 14.1, 13.1, 12.3, 12.5, 15.9, 12.5, 17.5, 12.5, 14.1, 12.5, 16.4, 14.3, 12.5, 10.7, 12.5, 12.5, 25.0, 25.0, 25.0, 29.2, 26.4, 29.7, 30.4, 14.3]",7994,7994
702,brute_force_lib_python_tsp,TSP_CITIES_SET_2_N_11.json,11,2,"[0, 7, 3, 4, 1, 9, 8, 2, 6, 10, 5, 0]",5174.338849344113,5174.338849344113,32.0802058,"[26.8, 25.0, 28.1, 25.0, 31.2, 24.1, 29.7, 29.7, 25.0, 26.4, 25.0, 12.5, 15.6, 12.5, 15.6, 21.4, 12.5, 15.6, 12.5, 14.1, 12.5, 12.5, 12.5, 10.9, 18.8, 15.6, 12.3, 17.5, 22.2, 12.5, 14.1, 14.3, 12.5, 12.5, 12.5, 15.6, 21.9, 16.7, 17.9, 17.2, 12.5, 16.4, 25.0, 35.8, 24.1, 29.7, 25.0, 28.1, 39.1, 23.0, 29.7, 25.0, 12.7, 12.5, 25.0, 25.0, 14.1, 14.1, 12.5, 20.8, 12.5, 11.9, 12.7, 12.3, 12.5, 18.8, 13.2, 16.9, 17.2, 12.5, 23.4, 25.0, 26.8, 42.9, 50.0, 44.6, 42.1, 42.1, 40.6, 36.1, 34.5, 36.7, 42.2, 39.6, 34.4, 30.4, 12.3, 17.2, 15.6, 14.1, 15.6, 12.5, 21.9, 12.5, 15.9, 12.5, 18.8, 12.7, 17.2, 11.7, 14.1, 21.9, 11.9, 12.7, 14.8, 15.6, 14.1, 14.8, 26.6, 26.8, 34.4, 29.7, 25.0, 25.0, 25.0, 25.0, 35.7, 28.6, 15.6, 11.5, 14.1, 17.2, 25.0, 12.5, 12.5, 12.5, 12.5, 16.4, 12.5, 12.5, 17.2, 18.8, 11.5, 17.2, 12.5, 12.5, 12.5, 16.9, 18.8, 16.7, 11.9, 14.1, 14.1, 11.5, 15.6, 12.5, 20.3, 12.5, 14.1, 12.5, 17.2, 15.4, 11.5, 26.6, 26.8, 12.5, 16.1]",7994,7994
703,brute_force_lib_python_tsp,TSP_CITIES_SET_3_N_11.json,11,3,"[0, 3, 2, 10, 4, 5, 8, 1, 7, 9, 6, 0]",5102.673938740829,5102.673938740829,32.1482272,"[23.2, 12.5, 19.2, 11.5, 15.9, 18.2, 12.5, 12.5, 12.5, 12.5, 17.2, 17.2, 25.0, 29.7, 31.2, 25.0, 25.0, 26.8, 25.0, 25.0, 23.0, 29.7, 28.1, 11.5, 15.6, 12.5, 14.1, 12.5, 14.1, 11.5, 12.3, 16.4, 12.5, 17.2, 12.5, 14.1, 11.5, 12.5, 12.5, 15.6, 12.5, 17.2, 12.5, 14.5, 13.0, 18.8, 17.2, 12.5, 12.5, 12.7, 18.8, 12.5, 17.9, 12.5, 17.2, 17.2, 12.3, 22.7, 12.5, 12.5, 12.5, 15.6, 14.1, 15.6, 11.1, 15.6, 34.4, 25.0, 25.0, 25.0, 25.0, 25.0, 29.7, 25.0, 31.2, 24.6, 29.7, 18.8, 12.5, 12.7, 12.5, 12.5, 12.5, 68.8, 12.5, 25.0, 11.9, 12.5, 15.4, 12.5, 12.5, 20.3, 11.3, 15.5, 17.9, 11.3, 15.6, 20.3, 12.3, 12.5, 12.5, 12.5, 12.7, 12.9, 15.6, 17.2, 12.5, 15.6, 26.3, 19.6, 12.5, 14.5, 12.5, 12.5, 11.7, 14.1, 17.2, 12.1, 17.2, 12.5, 25.0, 25.0, 25.0, 24.6, 33.9, 26.6, 29.7, 43.1, 25.0, 32.8, 25.0, 17.2, 14.3, 18.8, 12.5, 17.2, 11.9, 15.6, 15.6, 12.5, 15.6, 12.5, 20.3, 16.1, 12.5, 11.1, 16.4, 17.9, 17.9, 17.2, 12.5]",7994,7994
