,number_of_cities,index_of_sample,name_of_src_file           ,type_of_measurement,used_algorithm                       ,full_cost,hamiltonian_cycle_cost,best_way,suffix ,parameters                                               ,utilization_of_cpu,min_utilization_of_cpu,avg_utilization_of_cpu,std_utilization_of_cpu,max_utilization_of_cpu,time_duration         ,used_memory_before_measurement_in_bytes,used_memory_peak_before_measurement_in_bytes,used_memory_after_measurement_in_bytes,used_memory_peak_after_measurement_in_bytes,used_memory_diff_before_after_measurement_in_bytes,used_memory_peak_diff_before_after_measurement_in_bytes
0,4,0,TSP_CITIES_SET_0_N_4.json  ,TIME_AND_MEMORY    ,local_search_heuristic_lib_python_tsp,nan      ,nan                   ,[]      ,ps4    ,"{'suffix': 'ps4', 'perturbation_scheme': 'ps4'}        ",[]                ,nan                   ,nan                   ,nan                   ,nan                   ,0.0008185000000002,0,0,13765,13765,13765,13765
1,4,1,TSP_CITIES_SET_1_N_4.json  ,TIME_AND_MEMORY    ,local_search_heuristic_lib_python_tsp,nan      ,nan                   ,[]      ,ps4    ,"{'suffix': 'ps4', 'perturbation_scheme': 'ps4'}        ",[]                ,nan                   ,nan                   ,nan                   ,nan                   ,0.0006114999999997,0,0,13765,13765,13765,13765
2,4,2,TSP_CITIES_SET_2_N_4.json  ,TIME_AND_MEMORY    ,local_search_heuristic_lib_python_tsp,nan      ,nan                   ,[]      ,ps4    ,"{'suffix': 'ps4', 'perturbation_scheme': 'ps4'}        ",[]                ,nan                   ,nan                   ,nan                   ,nan                   ,0.0006018,0,0,13637,13637,13637,13637
3,4,3,TSP_CITIES_SET_3_N_4.json  ,TIME_AND_MEMORY    ,local_search_heuristic_lib_python_tsp,nan      ,nan                   ,[]      ,ps4    ,"{'suffix': 'ps4', 'perturbation_scheme': 'ps4'}        ",[]                ,nan                   ,nan                   ,nan                   ,nan                   ,0.0005844000000001,0,0,13573,13573,13573,13573
4,4,4,TSP_CITIES_SET_4_N_4.json  ,TIME_AND_MEMORY    ,local_search_heuristic_lib_python_tsp,nan      ,nan                   ,[]      ,ps4    ,"{'suffix': 'ps4', 'perturbation_scheme': 'ps4'}        ",[]                ,nan                   ,nan                   ,nan                   ,nan                   ,0.000604,0,0,13765,13765,13765,13765
5,4,5,TSP_CITIES_SET_5_N_4.json  ,TIME_AND_MEMORY    ,local_search_heuristic_lib_python_tsp,nan      ,nan                   ,[]      ,ps4    ,"{'suffix': 'ps4', 'perturbation_scheme': 'ps4'}        ",[]                ,nan                   ,nan                   ,nan                   ,nan                   ,0.0006089999999998,0,0,13765,13765,13765,13765
6,4,6,TSP_CITIES_SET_6_N_4.json  ,TIME_AND_MEMORY    ,local_search_heuristic_lib_python_tsp,nan      ,nan                   ,[]      ,ps4    ,"{'suffix': 'ps4', 'perturbation_scheme': 'ps4'}        ",[]                ,nan                   ,nan                   ,nan                   ,nan                   ,0.0005687999999999,0,0,13637,13637,13637,13637
7,4,7,TSP_CITIES_SET_7_N_4.json  ,TIME_AND_MEMORY    ,local_search_heuristic_lib_python_tsp,nan      ,nan                   ,[]      ,ps4    ,"{'suffix': 'ps4', 'perturbation_scheme': 'ps4'}        ",[]                ,nan                   ,nan                   ,nan                   ,nan                   ,0.0006125999999997,0,0,13765,13765,13765,13765
8,4,8,TSP_CITIES_SET_8_N_4.json  ,TIME_AND_MEMORY    ,local_search_heuristic_lib_python_tsp,nan      ,nan                   ,[]      ,ps4    ,"{'suffix': 'ps4', 'perturbation_scheme': 'ps4'}        ",[]                ,nan                   ,nan                   ,nan                   ,nan                   ,0.0005686999999996,0,0,13573,13573,13573,13573
9,4,9,TSP_CITIES_SET_9_N_4.json  ,TIME_AND_MEMORY    ,local_search_heuristic_lib_python_tsp,nan      ,nan                   ,[]      ,ps4    ,"{'suffix': 'ps4', 'perturbation_scheme': 'ps4'}        ",[]                ,nan                   ,nan                   ,nan                   ,nan                   ,0.0007478999999999,0,0,14085,14085,14085,14085
10,4,10,TSP_CITIES_SET_10_N_4.json ,TIME_AND_MEMORY    ,local_search_heuristic_lib_python_tsp,nan      ,nan                   ,[]      ,ps4    ,"{'suffix': 'ps4', 'perturbation_scheme': 'ps4'}        ",[]                ,nan                   ,nan                   ,nan                   ,nan                   ,0.0010098999999996,0,0,13957,13957,13957,13957
11,4,11,TSP_CITIES_SET_11_N_4.json ,TIME_AND_MEMORY    ,local_search_heuristic_lib_python_tsp,nan      ,nan                   ,[]      ,ps4    ,"{'suffix': 'ps4', 'perturbation_scheme': 'ps4'}        ",[]                ,nan                   ,nan                   ,nan                   ,nan                   ,0.0006881999999999,0,0,13573,13573,13573,13573
12,4,12,TSP_CITIES_SET_12_N_4.json ,TIME_AND_MEMORY    ,local_search_heuristic_lib_python_tsp,nan      ,nan                   ,[]      ,ps4    ,"{'suffix': 'ps4', 'perturbation_scheme': 'ps4'}        ",[]                ,nan                   ,nan                   ,nan                   ,nan                   ,0.0007140999999997,0,0,13829,13829,13829,13829
13,4,13,TSP_CITIES_SET_13_N_4.json ,TIME_AND_MEMORY    ,local_search_heuristic_lib_python_tsp,nan      ,nan                   ,[]      ,ps4    ,"{'suffix': 'ps4', 'perturbation_scheme': 'ps4'}        ",[]                ,nan                   ,nan                   ,nan                   ,nan                   ,0.0008503000000001,0,0,13765,13765,13765,13765
14,4,14,TSP_CITIES_SET_14_N_4.json ,TIME_AND_MEMORY    ,local_search_heuristic_lib_python_tsp,nan      ,nan                   ,[]      ,ps4    ,"{'suffix': 'ps4', 'perturbation_scheme': 'ps4'}        ",[]                ,nan                   ,nan                   ,nan                   ,nan                   ,0.000642,0,0,13829,13829,13829,13829
15,4,15,TSP_CITIES_SET_15_N_4.json ,TIME_AND_MEMORY    ,local_search_heuristic_lib_python_tsp,nan      ,nan                   ,[]      ,ps4    ,"{'suffix': 'ps4', 'perturbation_scheme': 'ps4'}        ",[]                ,nan                   ,nan                   ,nan                   ,nan                   ,0.0006400999999995,0,0,13765,13765,13765,13765
16,4,16,TSP_CITIES_SET_16_N_4.json ,TIME_AND_MEMORY    ,local_search_heuristic_lib_python_tsp,nan      ,nan                   ,[]      ,ps4    ,"{'suffix': 'ps4', 'perturbation_scheme': 'ps4'}        ",[]                ,nan                   ,nan                   ,nan                   ,nan                   ,0.0005821999999997,0,0,13637,13637,13637,13637
17,4,17,TSP_CITIES_SET_17_N_4.json ,TIME_AND_MEMORY    ,local_search_heuristic_lib_python_tsp,nan      ,nan                   ,[]      ,ps4    ,"{'suffix': 'ps4', 'perturbation_scheme': 'ps4'}        ",[]                ,nan                   ,nan                   ,nan                   ,nan                   ,0.0005597000000001,0,0,13509,13509,13509,13509
18,4,18,TSP_CITIES_SET_18_N_4.json ,TIME_AND_MEMORY    ,local_search_heuristic_lib_python_tsp,nan      ,nan                   ,[]      ,ps4    ,"{'suffix': 'ps4', 'perturbation_scheme': 'ps4'}        ",[]                ,nan                   ,nan                   ,nan                   ,nan                   ,0.0006814999999997,0,0,13829,13829,13829,13829
