,number_of_cities,index_of_sample,name_of_src_file           ,type_of_measurement,used_algorithm                       ,full_cost,hamiltonian_cycle_cost,best_way,suffix ,parameters                                               ,utilization_of_cpu,min_utilization_of_cpu,avg_utilization_of_cpu,std_utilization_of_cpu,max_utilization_of_cpu,time_duration         ,used_memory_before_measurement_in_bytes,used_memory_peak_before_measurement_in_bytes,used_memory_after_measurement_in_bytes,used_memory_peak_after_measurement_in_bytes,used_memory_diff_before_after_measurement_in_bytes,used_memory_peak_diff_before_after_measurement_in_bytes
0,4,0,TSP_CITIES_SET_0_N_4.json  ,CPU                ,local_search_heuristic_lib_python_tsp,nan      ,nan                   ,[]      ,ps4    ,"{'suffix': 'ps4', 'perturbation_scheme': 'ps4'}        ",[12.1]            ,12.1,12.1,nan                   ,12.1,0.0003091999999997,nan                                    ,nan                                         ,nan                                   ,nan                                        ,nan                                               ,
1,4,1,TSP_CITIES_SET_1_N_4.json  ,CPU                ,local_search_heuristic_lib_python_tsp,nan      ,nan                   ,[]      ,ps4    ,"{'suffix': 'ps4', 'perturbation_scheme': 'ps4'}        ",[0.0]             ,0.0,0.0,nan                   ,0.0,0.0003305999999998,nan                                    ,nan                                         ,nan                                   ,nan                                        ,nan                                               ,
2,4,2,TSP_CITIES_SET_2_N_4.json  ,CPU                ,local_search_heuristic_lib_python_tsp,nan      ,nan                   ,[]      ,ps4    ,"{'suffix': 'ps4', 'perturbation_scheme': 'ps4'}        ",[0.0]             ,0.0,0.0,nan                   ,0.0,0.0004018000000001,nan                                    ,nan                                         ,nan                                   ,nan                                        ,nan                                               ,
3,4,3,TSP_CITIES_SET_3_N_4.json  ,CPU                ,local_search_heuristic_lib_python_tsp,nan      ,nan                   ,[]      ,ps4    ,"{'suffix': 'ps4', 'perturbation_scheme': 'ps4'}        ",[12.5]            ,12.5,12.5,nan                   ,12.5,0.0003293000000001,nan                                    ,nan                                         ,nan                                   ,nan                                        ,nan                                               ,
4,4,4,TSP_CITIES_SET_4_N_4.json  ,CPU                ,local_search_heuristic_lib_python_tsp,nan      ,nan                   ,[]      ,ps4    ,"{'suffix': 'ps4', 'perturbation_scheme': 'ps4'}        ",[12.5]            ,12.5,12.5,nan                   ,12.5,0.0004107000000002,nan                                    ,nan                                         ,nan                                   ,nan                                        ,nan                                               ,
5,4,5,TSP_CITIES_SET_5_N_4.json  ,CPU                ,local_search_heuristic_lib_python_tsp,nan      ,nan                   ,[]      ,ps4    ,"{'suffix': 'ps4', 'perturbation_scheme': 'ps4'}        ",[12.5]            ,12.5,12.5,nan                   ,12.5,0.0003726000000003,nan                                    ,nan                                         ,nan                                   ,nan                                        ,nan                                               ,
6,4,6,TSP_CITIES_SET_6_N_4.json  ,CPU                ,local_search_heuristic_lib_python_tsp,nan      ,nan                   ,[]      ,ps4    ,"{'suffix': 'ps4', 'perturbation_scheme': 'ps4'}        ",[0.0]             ,0.0,0.0,nan                   ,0.0,0.0003744999999999,nan                                    ,nan                                         ,nan                                   ,nan                                        ,nan                                               ,
7,4,7,TSP_CITIES_SET_7_N_4.json  ,CPU                ,local_search_heuristic_lib_python_tsp,nan      ,nan                   ,[]      ,ps4    ,"{'suffix': 'ps4', 'perturbation_scheme': 'ps4'}        ",[1.8]             ,1.8,1.8,nan                   ,1.8,0.0003921,nan                                    ,nan                                         ,nan                                   ,nan                                        ,nan                                               ,
8,4,8,TSP_CITIES_SET_8_N_4.json  ,CPU                ,local_search_heuristic_lib_python_tsp,nan      ,nan                   ,[]      ,ps4    ,"{'suffix': 'ps4', 'perturbation_scheme': 'ps4'}        ",[0.0]             ,0.0,0.0,nan                   ,0.0,0.0004319999999999,nan                                    ,nan                                         ,nan                                   ,nan                                        ,nan                                               ,
9,4,9,TSP_CITIES_SET_9_N_4.json  ,CPU                ,local_search_heuristic_lib_python_tsp,nan      ,nan                   ,[]      ,ps4    ,"{'suffix': 'ps4', 'perturbation_scheme': 'ps4'}        ",[1.8]             ,1.8,1.8,nan                   ,1.8,0.0003527,nan                                    ,nan                                         ,nan                                   ,nan                                        ,nan                                               ,
10,4,10,TSP_CITIES_SET_10_N_4.json ,CPU                ,local_search_heuristic_lib_python_tsp,nan      ,nan                   ,[]      ,ps4    ,"{'suffix': 'ps4', 'perturbation_scheme': 'ps4'}        ",[0.0]             ,0.0,0.0,nan                   ,0.0,0.0002868,nan                                    ,nan                                         ,nan                                   ,nan                                        ,nan                                               ,
11,4,11,TSP_CITIES_SET_11_N_4.json ,CPU                ,local_search_heuristic_lib_python_tsp,nan      ,nan                   ,[]      ,ps4    ,"{'suffix': 'ps4', 'perturbation_scheme': 'ps4'}        ",[1.6]             ,1.6,1.6,nan                   ,1.6,0.00034,nan                                    ,nan                                         ,nan                                   ,nan                                        ,nan                                               ,
12,4,12,TSP_CITIES_SET_12_N_4.json ,CPU                ,local_search_heuristic_lib_python_tsp,nan      ,nan                   ,[]      ,ps4    ,"{'suffix': 'ps4', 'perturbation_scheme': 'ps4'}        ",[1.8]             ,1.8,1.8,nan                   ,1.8,0.0004982,nan                                    ,nan                                         ,nan                                   ,nan                                        ,nan                                               ,
13,4,13,TSP_CITIES_SET_13_N_4.json ,CPU                ,local_search_heuristic_lib_python_tsp,nan      ,nan                   ,[]      ,ps4    ,"{'suffix': 'ps4', 'perturbation_scheme': 'ps4'}        ",[0.0]             ,0.0,0.0,nan                   ,0.0,0.0005047999999998,nan                                    ,nan                                         ,nan                                   ,nan                                        ,nan                                               ,
14,4,14,TSP_CITIES_SET_14_N_4.json ,CPU                ,local_search_heuristic_lib_python_tsp,nan      ,nan                   ,[]      ,ps4    ,"{'suffix': 'ps4', 'perturbation_scheme': 'ps4'}        ",[0.0]             ,0.0,0.0,nan                   ,0.0,0.0003726999999997,nan                                    ,nan                                         ,nan                                   ,nan                                        ,nan                                               ,
15,4,15,TSP_CITIES_SET_15_N_4.json ,CPU                ,local_search_heuristic_lib_python_tsp,nan      ,nan                   ,[]      ,ps4    ,"{'suffix': 'ps4', 'perturbation_scheme': 'ps4'}        ",[42.9]            ,42.9,42.9,nan                   ,42.9,0.0005048000000003,nan                                    ,nan                                         ,nan                                   ,nan                                        ,nan                                               ,
16,4,16,TSP_CITIES_SET_16_N_4.json ,CPU                ,local_search_heuristic_lib_python_tsp,nan      ,nan                   ,[]      ,ps4    ,"{'suffix': 'ps4', 'perturbation_scheme': 'ps4'}        ",[14.3]            ,14.3,14.3,nan                   ,14.3,0.0003852000000001,nan                                    ,nan                                         ,nan                                   ,nan                                        ,nan                                               ,
17,4,17,TSP_CITIES_SET_17_N_4.json ,CPU                ,local_search_heuristic_lib_python_tsp,nan      ,nan                   ,[]      ,ps4    ,"{'suffix': 'ps4', 'perturbation_scheme': 'ps4'}        ",[12.5]            ,12.5,12.5,nan                   ,12.5,0.0004952999999998,nan                                    ,nan                                         ,nan                                   ,nan                                        ,nan                                               ,
18,4,18,TSP_CITIES_SET_18_N_4.json ,CPU                ,local_search_heuristic_lib_python_tsp,nan      ,nan                   ,[]      ,ps4    ,"{'suffix': 'ps4', 'perturbation_scheme': 'ps4'}        ",[0.0]             ,0.0,0.0,nan                   ,0.0,0.0003123999999998,nan                                    ,nan                                         ,nan                                   ,nan                                        ,nan                                               ,
19,4,19,TSP_CITIES_SET_19_N_4.json ,CPU                ,local_search_heuristic_lib_python_tsp,nan      ,nan                   ,[]      ,ps4    ,"{'suffix': 'ps4', 'perturbation_scheme': 'ps4'}        ",[0.0]             ,0.0,0.0,nan                   ,0.0,0.0004539999999999,nan                                    ,nan                                         ,nan                                   ,nan                                        ,nan                                               ,
20,4,20,TSP_CITIES_SET_20_N_4.json ,CPU                ,local_search_heuristic_lib_python_tsp,nan      ,nan                   ,[]      ,ps4    ,"{'suffix': 'ps4', 'perturbation_scheme': 'ps4'}        ",[1.9]             ,1.9,1.9,nan                   ,1.9,0.0002870999999999,nan                                    ,nan                                         ,nan                                   ,nan                                        ,nan                                               ,
21,4,21,TSP_CITIES_SET_21_N_4.json ,CPU                ,local_search_heuristic_lib_python_tsp,nan      ,nan                   ,[]      ,ps4    ,"{'suffix': 'ps4', 'perturbation_scheme': 'ps4'}        ",[0.0]             ,0.0,0.0,nan                   ,0.0,0.0002994999999996,nan                                    ,nan                                         ,nan                                   ,nan                                        ,nan                                               ,
22,4,22,TSP_CITIES_SET_22_N_4.json ,CPU                ,local_search_heuristic_lib_python_tsp,nan      ,nan                   ,[]      ,ps4    ,"{'suffix': 'ps4', 'perturbation_scheme': 'ps4'}        ",[0.0]             ,0.0,0.0,nan                   ,0.0,0.0002919999999999,nan                                    ,nan                                         ,nan                                   ,nan                                        ,nan                                               ,
23,4,23,TSP_CITIES_SET_23_N_4.json ,CPU                ,local_search_heuristic_lib_python_tsp,nan      ,nan                   ,[]      ,ps4    ,"{'suffix': 'ps4', 'perturbation_scheme': 'ps4'}        ",[0.0]             ,0.0,0.0,nan                   ,0.0,0.0003759000000003,nan                                    ,nan                                         ,nan                                   ,nan                                        ,nan                                               ,
24,4,24,TSP_CITIES_SET_24_N_4.json ,CPU                ,local_search_heuristic_lib_python_tsp,nan      ,nan                   ,[]      ,ps4    ,"{'suffix': 'ps4', 'perturbation_scheme': 'ps4'}        ",[0.0]             ,0.0,0.0,nan                   ,0.0,0.0002978000000002,nan                                    ,nan                                         ,nan                                   ,nan                                        ,nan                                               ,
25,4,25,TSP_CITIES_SET_25_N_4.json ,CPU                ,local_search_heuristic_lib_python_tsp,nan      ,nan                   ,[]      ,ps4    ,"{'suffix': 'ps4', 'perturbation_scheme': 'ps4'}        ",[0.0]             ,0.0,0.0,nan                   ,0.0,0.0003368999999997,nan                                    ,nan                                         ,nan                                   ,nan                                        ,nan                                               ,
26,4,26,TSP_CITIES_SET_26_N_4.json ,CPU                ,local_search_heuristic_lib_python_tsp,nan      ,nan                   ,[]      ,ps4    ,"{'suffix': 'ps4', 'perturbation_scheme': 'ps4'}        ",[3.5]             ,3.5,3.5,nan                   ,3.5,0.0003774,nan                                    ,nan                                         ,nan                                   ,nan                                        ,nan                                               ,
