,number_of_cities,index_of_sample,name_of_src_file,type_of_measurement,used_algorithm,full_cost,hamiltonian_cycle_cost,best_way,best_way_is_optimal,absolute_distance_error,relative_distance_error,optimal_way,optimal_cost,suffix,parameters,utilization_of_cpu,min_utilization_of_cpu,avg_utilization_of_cpu,std_utilization_of_cpu,max_utilization_of_cpu,time_duration,used_memory_before_measurement_in_bytes,used_memory_peak_before_measurement_in_bytes,used_memory_after_measurement_in_bytes,used_memory_peak_after_measurement_in_bytes,used_memory_diff_before_after_measurement_in_bytes,used_memory_peak_diff_before_after_measurement_in_bytes
0,4,0,TSP_CITIES_SET_0_N_4.json,TIME_AND_DATA,local_search_heuristic_lib_python_tsp,1935.208175927314,1935.208175927314,"[0, 3, 2, 1, 0]",True,0.0,0.0,"[0, 1, 2, 3, 0]",1935.2081759273144,ps2,"{'suffix': 'ps2', 'perturbation_scheme': 'ps2'}",[],,,,,0.0002680999999999,,,,,,
1,4,1,TSP_CITIES_SET_1_N_4.json,TIME_AND_DATA,local_search_heuristic_lib_python_tsp,2849.964203248856,2849.964203248856,"[0, 1, 3, 2, 0]",True,0.0,0.0,"[0, 1, 3, 2, 0]",2849.9642032488564,ps2,"{'suffix': 'ps2', 'perturbation_scheme': 'ps2'}",[],,,,,0.0002412999999998,,,,,,
2,4,2,TSP_CITIES_SET_2_N_4.json,TIME_AND_DATA,local_search_heuristic_lib_python_tsp,2672.783922024946,2672.783922024946,"[0, 3, 1, 2, 0]",True,0.0,0.0,"[0, 2, 1, 3, 0]",2672.783922024946,ps2,"{'suffix': 'ps2', 'perturbation_scheme': 'ps2'}",[],,,,,0.0002197999999999,,,,,,
3,4,3,TSP_CITIES_SET_3_N_4.json,TIME_AND_DATA,local_search_heuristic_lib_python_tsp,2088.938557724558,2088.938557724558,"[0, 1, 2, 3, 0]",True,0.0,0.0,"[0, 1, 2, 3, 0]",2088.938557724558,ps2,"{'suffix': 'ps2', 'perturbation_scheme': 'ps2'}",[],,,,,0.0003473,,,,,,
4,4,4,TSP_CITIES_SET_4_N_4.json,TIME_AND_DATA,local_search_heuristic_lib_python_tsp,2138.4694210788257,2138.4694210788257,"[0, 3, 2, 1, 0]",True,0.0,0.0,"[0, 1, 2, 3, 0]",2138.469421078825,ps2,"{'suffix': 'ps2', 'perturbation_scheme': 'ps2'}",[],,,,,0.0003107999999998,,,,,,
5,4,5,TSP_CITIES_SET_5_N_4.json,TIME_AND_DATA,local_search_heuristic_lib_python_tsp,3284.070906401097,3284.070906401097,"[0, 2, 3, 1, 0]",True,0.0,0.0,"[0, 1, 3, 2, 0]",3284.0709064010966,ps2,"{'suffix': 'ps2', 'perturbation_scheme': 'ps2'}",[],,,,,0.0003326999999999,,,,,,
6,4,6,TSP_CITIES_SET_6_N_4.json,TIME_AND_DATA,local_search_heuristic_lib_python_tsp,2812.785510358919,2812.785510358919,"[0, 1, 2, 3, 0]",True,0.0,0.0,"[0, 1, 2, 3, 0]",2812.785510358919,ps2,"{'suffix': 'ps2', 'perturbation_scheme': 'ps2'}",[],,,,,0.0002587000000002,,,,,,
7,4,7,TSP_CITIES_SET_7_N_4.json,TIME_AND_DATA,local_search_heuristic_lib_python_tsp,4483.726936907282,4483.726936907282,"[0, 2, 1, 3, 0]",True,0.0,0.0,"[0, 3, 1, 2, 0]",4483.726936907283,ps2,"{'suffix': 'ps2', 'perturbation_scheme': 'ps2'}",[],,,,,0.0004119,,,,,,
8,4,8,TSP_CITIES_SET_8_N_4.json,TIME_AND_DATA,local_search_heuristic_lib_python_tsp,2642.734850528839,2642.734850528839,"[0, 3, 1, 2, 0]",True,0.0,0.0,"[0, 2, 1, 3, 0]",2642.734850528839,ps2,"{'suffix': 'ps2', 'perturbation_scheme': 'ps2'}",[],,,,,0.0002732,,,,,,
9,4,9,TSP_CITIES_SET_9_N_4.json,TIME_AND_DATA,local_search_heuristic_lib_python_tsp,3900.075015622191,3900.075015622191,"[0, 1, 3, 2, 0]",True,0.0,0.0,"[0, 1, 3, 2, 0]",3900.075015622191,ps2,"{'suffix': 'ps2', 'perturbation_scheme': 'ps2'}",[],,,,,0.0003161999999998,,,,,,
10,4,10,TSP_CITIES_SET_10_N_4.json,TIME_AND_DATA,local_search_heuristic_lib_python_tsp,2611.158593067528,2611.158593067528,"[0, 2, 3, 1, 0]",True,0.0,0.0,"[0, 1, 3, 2, 0]",2611.1585930675283,ps2,"{'suffix': 'ps2', 'perturbation_scheme': 'ps2'}",[],,,,,0.0002566999999999,,,,,,
11,4,11,TSP_CITIES_SET_11_N_4.json,TIME_AND_DATA,local_search_heuristic_lib_python_tsp,2793.517283556732,2793.517283556732,"[0, 3, 1, 2, 0]",True,0.0,0.0,"[0, 2, 1, 3, 0]",2793.5172835567328,ps2,"{'suffix': 'ps2', 'perturbation_scheme': 'ps2'}",[],,,,,0.0002786999999999,,,,,,
12,4,12,TSP_CITIES_SET_12_N_4.json,TIME_AND_DATA,local_search_heuristic_lib_python_tsp,3540.006955380778,3540.006955380778,"[0, 2, 1, 3, 0]",True,0.0,0.0,"[0, 3, 1, 2, 0]",3540.006955380779,ps2,"{'suffix': 'ps2', 'perturbation_scheme': 'ps2'}",[],,,,,0.0003093999999999,,,,,,
13,4,13,TSP_CITIES_SET_13_N_4.json,TIME_AND_DATA,local_search_heuristic_lib_python_tsp,4162.84504878398,4162.84504878398,"[0, 3, 2, 1, 0]",True,0.0,0.0,"[0, 1, 2, 3, 0]",4162.845048783979,ps2,"{'suffix': 'ps2', 'perturbation_scheme': 'ps2'}",[],,,,,0.0003345000000001,,,,,,
14,4,14,TSP_CITIES_SET_14_N_4.json,TIME_AND_DATA,local_search_heuristic_lib_python_tsp,2593.8172114763024,2593.8172114763024,"[0, 2, 3, 1, 0]",True,0.0,0.0,"[0, 1, 3, 2, 0]",2593.8172114763024,ps2,"{'suffix': 'ps2', 'perturbation_scheme': 'ps2'}",[],,,,,0.0003486999999999,,,,,,
15,4,15,TSP_CITIES_SET_15_N_4.json,TIME_AND_DATA,local_search_heuristic_lib_python_tsp,1743.3912064237177,1743.3912064237177,"[0, 3, 2, 1, 0]",True,0.0,0.0,"[0, 1, 2, 3, 0]",1743.3912064237177,ps2,"{'suffix': 'ps2', 'perturbation_scheme': 'ps2'}",[],,,,,0.0002640999999998,,,,,,
16,4,16,TSP_CITIES_SET_16_N_4.json,TIME_AND_DATA,local_search_heuristic_lib_python_tsp,3244.5262399743824,3244.5262399743824,"[0, 1, 2, 3, 0]",True,0.0,0.0,"[0, 1, 2, 3, 0]",3244.5262399743824,ps2,"{'suffix': 'ps2', 'perturbation_scheme': 'ps2'}",[],,,,,0.0002333999999999,,,,,,
17,4,17,TSP_CITIES_SET_17_N_4.json,TIME_AND_DATA,local_search_heuristic_lib_python_tsp,5264.211583678567,5264.211583678567,"[0, 2, 3, 1, 0]",True,0.0,0.0,"[0, 1, 3, 2, 0]",5264.211583678568,ps2,"{'suffix': 'ps2', 'perturbation_scheme': 'ps2'}",[],,,,,0.0002708,,,,,,
18,4,18,TSP_CITIES_SET_18_N_4.json,TIME_AND_DATA,local_search_heuristic_lib_python_tsp,3896.436039942133,3896.436039942133,"[0, 1, 2, 3, 0]",True,0.0,0.0,"[0, 1, 2, 3, 0]",3896.436039942133,ps2,"{'suffix': 'ps2', 'perturbation_scheme': 'ps2'}",[],,,,,0.0004432999999997,,,,,,
19,4,19,TSP_CITIES_SET_19_N_4.json,TIME_AND_DATA,local_search_heuristic_lib_python_tsp,2688.167356260725,2688.167356260725,"[0, 3, 1, 2, 0]",True,0.0,0.0,"[0, 2, 1, 3, 0]",2688.167356260725,ps2,"{'suffix': 'ps2', 'perturbation_scheme': 'ps2'}",[],,,,,0.0002898,,,,,,
20,4,20,TSP_CITIES_SET_20_N_4.json,TIME_AND_DATA,local_search_heuristic_lib_python_tsp,4329.418741367845,4329.418741367845,"[0, 1, 3, 2, 0]",True,0.0,0.0,"[0, 2, 3, 1, 0]",4329.4187413678455,ps2,"{'suffix': 'ps2', 'perturbation_scheme': 'ps2'}",[],,,,,0.0004345000000003,,,,,,
21,4,21,TSP_CITIES_SET_21_N_4.json,TIME_AND_DATA,local_search_heuristic_lib_python_tsp,3863.8166808924393,3863.8166808924393,"[0, 3, 2, 1, 0]",True,0.0,0.0,"[0, 1, 2, 3, 0]",3863.81668089244,ps2,"{'suffix': 'ps2', 'perturbation_scheme': 'ps2'}",[],,,,,0.0004202000000002,,,,,,
22,4,22,TSP_CITIES_SET_22_N_4.json,TIME_AND_DATA,local_search_heuristic_lib_python_tsp,3788.7703176913783,3788.7703176913783,"[0, 3, 1, 2, 0]",True,0.0,0.0,"[0, 2, 1, 3, 0]",3788.7703176913774,ps2,"{'suffix': 'ps2', 'perturbation_scheme': 'ps2'}",[],,,,,0.0002645999999999,,,,,,
23,4,23,TSP_CITIES_SET_23_N_4.json,TIME_AND_DATA,local_search_heuristic_lib_python_tsp,3278.303049058874,3278.303049058874,"[0, 3, 1, 2, 0]",True,0.0,0.0,"[0, 2, 1, 3, 0]",3278.3030490588744,ps2,"{'suffix': 'ps2', 'perturbation_scheme': 'ps2'}",[],,,,,0.0002682000000002,,,,,,
24,4,24,TSP_CITIES_SET_24_N_4.json,TIME_AND_DATA,local_search_heuristic_lib_python_tsp,4242.34512556507,4242.34512556507,"[0, 1, 3, 2, 0]",True,0.0,0.0,"[0, 2, 3, 1, 0]",4242.345125565071,ps2,"{'suffix': 'ps2', 'perturbation_scheme': 'ps2'}",[],,,,,0.0002661999999999,,,,,,
25,4,25,TSP_CITIES_SET_25_N_4.json,TIME_AND_DATA,local_search_heuristic_lib_python_tsp,2793.583564604941,2793.583564604941,"[0, 3, 2, 1, 0]",True,0.0,0.0,"[0, 1, 2, 3, 0]",2793.583564604941,ps2,"{'suffix': 'ps2', 'perturbation_scheme': 'ps2'}",[],,,,,0.0002253999999997,,,,,,
26,4,26,TSP_CITIES_SET_26_N_4.json,TIME_AND_DATA,local_search_heuristic_lib_python_tsp,2017.3640236308008,2017.3640236308008,"[0, 2, 3, 1, 0]",True,0.0,0.0,"[0, 1, 3, 2, 0]",2017.3640236308008,ps2,"{'suffix': 'ps2', 'perturbation_scheme': 'ps2'}",[],,,,,0.0002534,,,,,,
27,4,27,TSP_CITIES_SET_27_N_4.json,TIME_AND_DATA,local_search_heuristic_lib_python_tsp,4189.560710983533,4189.560710983533,"[0, 3, 2, 1, 0]",True,0.0,0.0,"[0, 1, 2, 3, 0]",4189.560710983533,ps2,"{'suffix': 'ps2', 'perturbation_scheme': 'ps2'}",[],,,,,0.0002282999999998,,,,,,
28,4,28,TSP_CITIES_SET_28_N_4.json,TIME_AND_DATA,local_search_heuristic_lib_python_tsp,4934.156462174213,4934.156462174213,"[0, 2, 1, 3, 0]",True,0.0,0.0,"[0, 2, 1, 3, 0]",4934.156462174214,ps2,"{'suffix': 'ps2', 'perturbation_scheme': 'ps2'}",[],,,,,0.0002645000000001,,,,,,
29,4,29,TSP_CITIES_SET_29_N_4.json,TIME_AND_DATA,local_search_heuristic_lib_python_tsp,3948.194596877481,3948.194596877481,"[0, 3, 2, 1, 0]",True,0.0,0.0,"[0, 1, 2, 3, 0]",3948.1945968774817,ps2,"{'suffix': 'ps2', 'perturbation_scheme': 'ps2'}",[],,,,,0.0002955,,,,,,
30,4,30,TSP_CITIES_SET_30_N_4.json,TIME_AND_DATA,local_search_heuristic_lib_python_tsp,2203.656198291435,2203.656198291435,"[0, 3, 1, 2, 0]",True,0.0,0.0,"[0, 2, 1, 3, 0]",2203.656198291435,ps2,"{'suffix': 'ps2', 'perturbation_scheme': 'ps2'}",[],,,,,0.0002867999999995,,,,,,
31,4,31,TSP_CITIES_SET_31_N_4.json,TIME_AND_DATA,local_search_heuristic_lib_python_tsp,3168.4961574705453,3168.4961574705453,"[0, 2, 3, 1, 0]",True,0.0,0.0,"[0, 1, 3, 2, 0]",3168.4961574705458,ps2,"{'suffix': 'ps2', 'perturbation_scheme': 'ps2'}",[],,,,,0.0002569000000001,,,,,,
32,4,32,TSP_CITIES_SET_32_N_4.json,TIME_AND_DATA,local_search_heuristic_lib_python_tsp,4092.660957968372,4092.660957968372,"[0, 3, 2, 1, 0]",True,0.0,0.0,"[0, 1, 2, 3, 0]",4092.660957968372,ps2,"{'suffix': 'ps2', 'perturbation_scheme': 'ps2'}",[],,,,,0.0002312999999998,,,,,,
33,4,33,TSP_CITIES_SET_33_N_4.json,TIME_AND_DATA,local_search_heuristic_lib_python_tsp,3685.2488994747496,3685.2488994747496,"[0, 1, 3, 2, 0]",True,0.0,0.0,"[0, 1, 3, 2, 0]",3685.2488994747496,ps2,"{'suffix': 'ps2', 'perturbation_scheme': 'ps2'}",[],,,,,0.0002813999999999,,,,,,
34,4,34,TSP_CITIES_SET_34_N_4.json,TIME_AND_DATA,local_search_heuristic_lib_python_tsp,4787.753482300714,4787.753482300714,"[0, 3, 2, 1, 0]",True,0.0,0.0,"[0, 1, 2, 3, 0]",4787.7534823007145,ps2,"{'suffix': 'ps2', 'perturbation_scheme': 'ps2'}",[],,,,,0.0004778999999999,,,,,,
35,4,35,TSP_CITIES_SET_35_N_4.json,TIME_AND_DATA,local_search_heuristic_lib_python_tsp,1913.935662907206,1913.935662907206,"[0, 1, 2, 3, 0]",True,0.0,0.0,"[0, 3, 2, 1, 0]",1913.9356629072065,ps2,"{'suffix': 'ps2', 'perturbation_scheme': 'ps2'}",[],,,,,0.0002398999999999,,,,,,
36,4,36,TSP_CITIES_SET_36_N_4.json,TIME_AND_DATA,local_search_heuristic_lib_python_tsp,3214.4233488551345,3214.4233488551345,"[0, 2, 1, 3, 0]",True,0.0,0.0,"[0, 2, 1, 3, 0]",3214.4233488551345,ps2,"{'suffix': 'ps2', 'perturbation_scheme': 'ps2'}",[],,,,,0.0002303000000001,,,,,,
37,4,37,TSP_CITIES_SET_37_N_4.json,TIME_AND_DATA,local_search_heuristic_lib_python_tsp,1570.586919004846,1570.586919004846,"[0, 2, 3, 1, 0]",True,0.0,0.0,"[0, 1, 3, 2, 0]",1570.586919004846,ps2,"{'suffix': 'ps2', 'perturbation_scheme': 'ps2'}",[],,,,,0.0005885000000001,,,,,,
38,4,38,TSP_CITIES_SET_38_N_4.json,TIME_AND_DATA,local_search_heuristic_lib_python_tsp,1776.520274757937,1776.520274757937,"[0, 2, 3, 1, 0]",True,0.0,0.0,"[0, 1, 3, 2, 0]",1776.520274757937,ps2,"{'suffix': 'ps2', 'perturbation_scheme': 'ps2'}",[],,,,,0.0003379000000003,,,,,,
39,4,39,TSP_CITIES_SET_39_N_4.json,TIME_AND_DATA,local_search_heuristic_lib_python_tsp,4803.088498867297,4803.088498867297,"[0, 2, 1, 3, 0]",True,0.0,0.0,"[0, 2, 1, 3, 0]",4803.088498867297,ps2,"{'suffix': 'ps2', 'perturbation_scheme': 'ps2'}",[],,,,,0.0002202000000002,,,,,,
40,4,40,TSP_CITIES_SET_40_N_4.json,TIME_AND_DATA,local_search_heuristic_lib_python_tsp,2481.6044058548623,2481.6044058548623,"[0, 2, 1, 3, 0]",True,0.0,0.0,"[0, 3, 1, 2, 0]",2481.6044058548628,ps2,"{'suffix': 'ps2', 'perturbation_scheme': 'ps2'}",[],,,,,0.0002517999999995,,,,,,
41,4,41,TSP_CITIES_SET_41_N_4.json,TIME_AND_DATA,local_search_heuristic_lib_python_tsp,3016.910125633208,3016.910125633208,"[0, 3, 2, 1, 0]",True,0.0,0.0,"[0, 1, 2, 3, 0]",3016.9101256332087,ps2,"{'suffix': 'ps2', 'perturbation_scheme': 'ps2'}",[],,,,,0.0002831999999997,,,,,,
42,4,42,TSP_CITIES_SET_42_N_4.json,TIME_AND_DATA,local_search_heuristic_lib_python_tsp,2324.932545836474,2324.932545836474,"[0, 3, 1, 2, 0]",True,0.0,0.0,"[0, 2, 1, 3, 0]",2324.932545836475,ps2,"{'suffix': 'ps2', 'perturbation_scheme': 'ps2'}",[],,,,,0.0002417000000001,,,,,,
43,4,43,TSP_CITIES_SET_43_N_4.json,TIME_AND_DATA,local_search_heuristic_lib_python_tsp,3478.0777394268425,3478.0777394268425,"[0, 2, 1, 3, 0]",True,0.0,0.0,"[0, 2, 1, 3, 0]",3478.0777394268425,ps2,"{'suffix': 'ps2', 'perturbation_scheme': 'ps2'}",[],,,,,0.0002924000000001,,,,,,
44,4,44,TSP_CITIES_SET_44_N_4.json,TIME_AND_DATA,local_search_heuristic_lib_python_tsp,3657.727043110204,3657.727043110204,"[0, 1, 2, 3, 0]",True,0.0,0.0,"[0, 1, 2, 3, 0]",3657.727043110204,ps2,"{'suffix': 'ps2', 'perturbation_scheme': 'ps2'}",[],,,,,0.0002312999999998,,,,,,
45,4,45,TSP_CITIES_SET_45_N_4.json,TIME_AND_DATA,local_search_heuristic_lib_python_tsp,2553.443897296393,2553.443897296393,"[0, 1, 2, 3, 0]",True,0.0,0.0,"[0, 3, 2, 1, 0]",2553.443897296393,ps2,"{'suffix': 'ps2', 'perturbation_scheme': 'ps2'}",[],,,,,0.0003103000000002,,,,,,
46,4,46,TSP_CITIES_SET_46_N_4.json,TIME_AND_DATA,local_search_heuristic_lib_python_tsp,2826.3871367225165,2826.3871367225165,"[0, 1, 2, 3, 0]",True,0.0,0.0,"[0, 1, 2, 3, 0]",2826.3871367225165,ps2,"{'suffix': 'ps2', 'perturbation_scheme': 'ps2'}",[],,,,,0.0003350000000001,,,,,,
47,4,47,TSP_CITIES_SET_47_N_4.json,TIME_AND_DATA,local_search_heuristic_lib_python_tsp,2719.9462490799096,2719.9462490799096,"[0, 3, 1, 2, 0]",True,0.0,0.0,"[0, 2, 1, 3, 0]",2719.94624907991,ps2,"{'suffix': 'ps2', 'perturbation_scheme': 'ps2'}",[],,,,,0.0003319999999997,,,,,,
48,4,48,TSP_CITIES_SET_48_N_4.json,TIME_AND_DATA,local_search_heuristic_lib_python_tsp,2750.941722278121,2750.941722278121,"[0, 1, 3, 2, 0]",True,0.0,0.0,"[0, 2, 3, 1, 0]",2750.941722278121,ps2,"{'suffix': 'ps2', 'perturbation_scheme': 'ps2'}",[],,,,,0.0002721000000001,,,,,,
