,number_of_cities,index_of_sample,name_of_src_file           ,type_of_measurement,used_algorithm                       ,full_cost,hamiltonian_cycle_cost,best_way,suffix ,parameters                                               ,utilization_of_cpu,min_utilization_of_cpu,avg_utilization_of_cpu,std_utilization_of_cpu,max_utilization_of_cpu,time_duration         ,used_memory_before_measurement_in_bytes,used_memory_peak_before_measurement_in_bytes,used_memory_after_measurement_in_bytes,used_memory_peak_after_measurement_in_bytes,used_memory_diff_before_after_measurement_in_bytes,used_memory_peak_diff_before_after_measurement_in_bytes
0,4,0,TSP_CITIES_SET_0_N_4.json  ,TIME_AND_MEMORY    ,local_search_heuristic_lib_python_tsp,nan      ,nan                   ,[]      ,ps2    ,"{'suffix': 'ps2', 'perturbation_scheme': 'ps2'}        ",[]                ,nan                   ,nan                   ,nan                   ,nan                   ,0.0004591999999998,0,0,10645,10645,10645,10645
1,4,1,TSP_CITIES_SET_1_N_4.json  ,TIME_AND_MEMORY    ,local_search_heuristic_lib_python_tsp,nan      ,nan                   ,[]      ,ps2    ,"{'suffix': 'ps2', 'perturbation_scheme': 'ps2'}        ",[]                ,nan                   ,nan                   ,nan                   ,nan                   ,0.0004927000000001,0,0,10773,10773,10773,10773
2,4,2,TSP_CITIES_SET_2_N_4.json  ,TIME_AND_MEMORY    ,local_search_heuristic_lib_python_tsp,nan      ,nan                   ,[]      ,ps2    ,"{'suffix': 'ps2', 'perturbation_scheme': 'ps2'}        ",[]                ,nan                   ,nan                   ,nan                   ,nan                   ,0.0003717999999999,0,0,10581,10581,10581,10581
3,4,3,TSP_CITIES_SET_3_N_4.json  ,TIME_AND_MEMORY    ,local_search_heuristic_lib_python_tsp,nan      ,nan                   ,[]      ,ps2    ,"{'suffix': 'ps2', 'perturbation_scheme': 'ps2'}        ",[]                ,nan                   ,nan                   ,nan                   ,nan                   ,0.0003489999999999,0,0,10453,10453,10453,10453
4,4,4,TSP_CITIES_SET_4_N_4.json  ,TIME_AND_MEMORY    ,local_search_heuristic_lib_python_tsp,nan      ,nan                   ,[]      ,ps2    ,"{'suffix': 'ps2', 'perturbation_scheme': 'ps2'}        ",[]                ,nan                   ,nan                   ,nan                   ,nan                   ,0.0003114999999995,0,0,10453,10453,10453,10453
5,4,5,TSP_CITIES_SET_5_N_4.json  ,TIME_AND_MEMORY    ,local_search_heuristic_lib_python_tsp,nan      ,nan                   ,[]      ,ps2    ,"{'suffix': 'ps2', 'perturbation_scheme': 'ps2'}        ",[]                ,nan                   ,nan                   ,nan                   ,nan                   ,0.0003393000000002,0,0,10453,10453,10453,10453
6,4,6,TSP_CITIES_SET_6_N_4.json  ,TIME_AND_MEMORY    ,local_search_heuristic_lib_python_tsp,nan      ,nan                   ,[]      ,ps2    ,"{'suffix': 'ps2', 'perturbation_scheme': 'ps2'}        ",[]                ,nan                   ,nan                   ,nan                   ,nan                   ,0.0003362,0,0,10453,10453,10453,10453
7,4,7,TSP_CITIES_SET_7_N_4.json  ,TIME_AND_MEMORY    ,local_search_heuristic_lib_python_tsp,nan      ,nan                   ,[]      ,ps2    ,"{'suffix': 'ps2', 'perturbation_scheme': 'ps2'}        ",[]                ,nan                   ,nan                   ,nan                   ,nan                   ,0.0003934,0,0,10581,10581,10581,10581
8,4,8,TSP_CITIES_SET_8_N_4.json  ,TIME_AND_MEMORY    ,local_search_heuristic_lib_python_tsp,nan      ,nan                   ,[]      ,ps2    ,"{'suffix': 'ps2', 'perturbation_scheme': 'ps2'}        ",[]                ,nan                   ,nan                   ,nan                   ,nan                   ,0.0004087000000003,0,0,10709,10709,10709,10709
9,4,9,TSP_CITIES_SET_9_N_4.json  ,TIME_AND_MEMORY    ,local_search_heuristic_lib_python_tsp,nan      ,nan                   ,[]      ,ps2    ,"{'suffix': 'ps2', 'perturbation_scheme': 'ps2'}        ",[]                ,nan                   ,nan                   ,nan                   ,nan                   ,0.0004126999999995,0,0,10453,10453,10453,10453
10,4,10,TSP_CITIES_SET_10_N_4.json ,TIME_AND_MEMORY    ,local_search_heuristic_lib_python_tsp,nan      ,nan                   ,[]      ,ps2    ,"{'suffix': 'ps2', 'perturbation_scheme': 'ps2'}        ",[]                ,nan                   ,nan                   ,nan                   ,nan                   ,0.0003140999999997,0,0,10453,10453,10453,10453
11,4,11,TSP_CITIES_SET_11_N_4.json ,TIME_AND_MEMORY    ,local_search_heuristic_lib_python_tsp,nan      ,nan                   ,[]      ,ps2    ,"{'suffix': 'ps2', 'perturbation_scheme': 'ps2'}        ",[]                ,nan                   ,nan                   ,nan                   ,nan                   ,0.0003682999999998,0,0,10581,10581,10581,10581
12,4,12,TSP_CITIES_SET_12_N_4.json ,TIME_AND_MEMORY    ,local_search_heuristic_lib_python_tsp,nan      ,nan                   ,[]      ,ps2    ,"{'suffix': 'ps2', 'perturbation_scheme': 'ps2'}        ",[]                ,nan                   ,nan                   ,nan                   ,nan                   ,0.0004983000000002,0,0,10901,10901,10901,10901
13,4,13,TSP_CITIES_SET_13_N_4.json ,TIME_AND_MEMORY    ,local_search_heuristic_lib_python_tsp,nan      ,nan                   ,[]      ,ps2    ,"{'suffix': 'ps2', 'perturbation_scheme': 'ps2'}        ",[]                ,nan                   ,nan                   ,nan                   ,nan                   ,0.0003918999999998,0,0,10453,10453,10453,10453
14,4,14,TSP_CITIES_SET_14_N_4.json ,TIME_AND_MEMORY    ,local_search_heuristic_lib_python_tsp,nan      ,nan                   ,[]      ,ps2    ,"{'suffix': 'ps2', 'perturbation_scheme': 'ps2'}        ",[]                ,nan                   ,nan                   ,nan                   ,nan                   ,0.0011839,0,0,10773,10773,10773,10773
15,4,15,TSP_CITIES_SET_15_N_4.json ,TIME_AND_MEMORY    ,local_search_heuristic_lib_python_tsp,nan      ,nan                   ,[]      ,ps2    ,"{'suffix': 'ps2', 'perturbation_scheme': 'ps2'}        ",[]                ,nan                   ,nan                   ,nan                   ,nan                   ,0.0003864999999998,0,0,10581,10581,10581,10581
16,4,16,TSP_CITIES_SET_16_N_4.json ,TIME_AND_MEMORY    ,local_search_heuristic_lib_python_tsp,nan      ,nan                   ,[]      ,ps2    ,"{'suffix': 'ps2', 'perturbation_scheme': 'ps2'}        ",[]                ,nan                   ,nan                   ,nan                   ,nan                   ,0.0004174999999997,0,0,10645,10645,10645,10645
17,4,17,TSP_CITIES_SET_17_N_4.json ,TIME_AND_MEMORY    ,local_search_heuristic_lib_python_tsp,nan      ,nan                   ,[]      ,ps2    ,"{'suffix': 'ps2', 'perturbation_scheme': 'ps2'}        ",[]                ,nan                   ,nan                   ,nan                   ,nan                   ,0.0003877000000001,0,0,10581,10581,10581,10581
