,number_of_cities,index_of_sample,name_of_src_file,type_of_measurement,used_algorithm,full_cost,hamiltonian_cycle_cost,best_way,best_way_is_optimal,absolute_distance_error,relative_distance_error,optimal_way,optimal_cost,suffix,parameters,utilization_of_cpu,min_utilization_of_cpu,avg_utilization_of_cpu,std_utilization_of_cpu,max_utilization_of_cpu,time_duration,used_memory_before_measurement_in_bytes,used_memory_peak_before_measurement_in_bytes,used_memory_after_measurement_in_bytes,used_memory_peak_after_measurement_in_bytes,used_memory_diff_before_after_measurement_in_bytes,used_memory_peak_diff_before_after_measurement_in_bytes
0,4,0,TSP_CITIES_SET_0_N_4.json,TIME_AND_DATA,local_search_heuristic_lib_python_tsp,1935.208175927314,1935.208175927314,"[0, 3, 2, 1, 0]",True,0.0,0.0,"[0, 1, 2, 3, 0]",1935.2081759273144,ps5,"{'suffix': 'ps5', 'perturbation_scheme': 'ps5'}",[],,,,,0.0006384000000001,,,,,,
1,4,1,TSP_CITIES_SET_1_N_4.json,TIME_AND_DATA,local_search_heuristic_lib_python_tsp,2849.964203248856,2849.964203248856,"[0, 1, 3, 2, 0]",True,0.0,0.0,"[0, 1, 3, 2, 0]",2849.9642032488564,ps5,"{'suffix': 'ps5', 'perturbation_scheme': 'ps5'}",[],,,,,0.0002480999999998,,,,,,
2,4,2,TSP_CITIES_SET_2_N_4.json,TIME_AND_DATA,local_search_heuristic_lib_python_tsp,2672.783922024946,2672.783922024946,"[0, 2, 1, 3, 0]",True,0.0,0.0,"[0, 2, 1, 3, 0]",2672.783922024946,ps5,"{'suffix': 'ps5', 'perturbation_scheme': 'ps5'}",[],,,,,0.0002287,,,,,,
3,4,3,TSP_CITIES_SET_3_N_4.json,TIME_AND_DATA,local_search_heuristic_lib_python_tsp,2088.938557724558,2088.938557724558,"[0, 1, 2, 3, 0]",True,0.0,0.0,"[0, 1, 2, 3, 0]",2088.938557724558,ps5,"{'suffix': 'ps5', 'perturbation_scheme': 'ps5'}",[],,,,,0.0002656,,,,,,
4,4,4,TSP_CITIES_SET_4_N_4.json,TIME_AND_DATA,local_search_heuristic_lib_python_tsp,2138.4694210788257,2138.4694210788257,"[0, 1, 2, 3, 0]",True,0.0,0.0,"[0, 1, 2, 3, 0]",2138.469421078825,ps5,"{'suffix': 'ps5', 'perturbation_scheme': 'ps5'}",[],,,,,0.0003248,,,,,,
5,4,5,TSP_CITIES_SET_5_N_4.json,TIME_AND_DATA,local_search_heuristic_lib_python_tsp,3284.070906401097,3284.070906401097,"[0, 2, 3, 1, 0]",True,0.0,0.0,"[0, 1, 3, 2, 0]",3284.0709064010966,ps5,"{'suffix': 'ps5', 'perturbation_scheme': 'ps5'}",[],,,,,0.0002984000000001,,,,,,
6,4,6,TSP_CITIES_SET_6_N_4.json,TIME_AND_DATA,local_search_heuristic_lib_python_tsp,2812.785510358919,2812.785510358919,"[0, 3, 2, 1, 0]",True,0.0,0.0,"[0, 1, 2, 3, 0]",2812.785510358919,ps5,"{'suffix': 'ps5', 'perturbation_scheme': 'ps5'}",[],,,,,0.0002352999999999,,,,,,
7,4,7,TSP_CITIES_SET_7_N_4.json,TIME_AND_DATA,local_search_heuristic_lib_python_tsp,4483.726936907282,4483.726936907282,"[0, 2, 1, 3, 0]",True,0.0,0.0,"[0, 3, 1, 2, 0]",4483.726936907283,ps5,"{'suffix': 'ps5', 'perturbation_scheme': 'ps5'}",[],,,,,0.0002811,,,,,,
8,4,8,TSP_CITIES_SET_8_N_4.json,TIME_AND_DATA,local_search_heuristic_lib_python_tsp,2642.734850528839,2642.734850528839,"[0, 2, 1, 3, 0]",True,0.0,0.0,"[0, 2, 1, 3, 0]",2642.734850528839,ps5,"{'suffix': 'ps5', 'perturbation_scheme': 'ps5'}",[],,,,,0.0002151000000001,,,,,,
9,4,9,TSP_CITIES_SET_9_N_4.json,TIME_AND_DATA,local_search_heuristic_lib_python_tsp,3900.075015622191,3900.075015622191,"[0, 2, 3, 1, 0]",True,0.0,0.0,"[0, 1, 3, 2, 0]",3900.075015622191,ps5,"{'suffix': 'ps5', 'perturbation_scheme': 'ps5'}",[],,,,,0.0004062999999998,,,,,,
10,4,10,TSP_CITIES_SET_10_N_4.json,TIME_AND_DATA,local_search_heuristic_lib_python_tsp,2611.158593067528,2611.158593067528,"[0, 2, 3, 1, 0]",True,0.0,0.0,"[0, 1, 3, 2, 0]",2611.1585930675283,ps5,"{'suffix': 'ps5', 'perturbation_scheme': 'ps5'}",[],,,,,0.0002720000000002,,,,,,
11,4,11,TSP_CITIES_SET_11_N_4.json,TIME_AND_DATA,local_search_heuristic_lib_python_tsp,2793.517283556732,2793.517283556732,"[0, 3, 1, 2, 0]",True,0.0,0.0,"[0, 2, 1, 3, 0]",2793.5172835567328,ps5,"{'suffix': 'ps5', 'perturbation_scheme': 'ps5'}",[],,,,,0.0002974999999998,,,,,,
12,4,12,TSP_CITIES_SET_12_N_4.json,TIME_AND_DATA,local_search_heuristic_lib_python_tsp,3540.006955380778,3540.006955380778,"[0, 2, 1, 3, 0]",True,0.0,0.0,"[0, 3, 1, 2, 0]",3540.006955380779,ps5,"{'suffix': 'ps5', 'perturbation_scheme': 'ps5'}",[],,,,,0.0003329999999999,,,,,,
13,4,13,TSP_CITIES_SET_13_N_4.json,TIME_AND_DATA,local_search_heuristic_lib_python_tsp,4162.84504878398,4162.84504878398,"[0, 3, 2, 1, 0]",True,0.0,0.0,"[0, 1, 2, 3, 0]",4162.845048783979,ps5,"{'suffix': 'ps5', 'perturbation_scheme': 'ps5'}",[],,,,,0.0002200999999999,,,,,,
14,4,14,TSP_CITIES_SET_14_N_4.json,TIME_AND_DATA,local_search_heuristic_lib_python_tsp,2593.8172114763024,2593.8172114763024,"[0, 1, 3, 2, 0]",True,0.0,0.0,"[0, 1, 3, 2, 0]",2593.8172114763024,ps5,"{'suffix': 'ps5', 'perturbation_scheme': 'ps5'}",[],,,,,0.0002690000000002,,,,,,
15,4,15,TSP_CITIES_SET_15_N_4.json,TIME_AND_DATA,local_search_heuristic_lib_python_tsp,1743.3912064237177,1743.3912064237177,"[0, 3, 2, 1, 0]",True,0.0,0.0,"[0, 1, 2, 3, 0]",1743.3912064237177,ps5,"{'suffix': 'ps5', 'perturbation_scheme': 'ps5'}",[],,,,,0.0003014000000001,,,,,,
16,4,16,TSP_CITIES_SET_16_N_4.json,TIME_AND_DATA,local_search_heuristic_lib_python_tsp,3244.5262399743824,3244.5262399743824,"[0, 3, 2, 1, 0]",True,0.0,0.0,"[0, 1, 2, 3, 0]",3244.5262399743824,ps5,"{'suffix': 'ps5', 'perturbation_scheme': 'ps5'}",[],,,,,0.0002561999999999,,,,,,
17,4,17,TSP_CITIES_SET_17_N_4.json,TIME_AND_DATA,local_search_heuristic_lib_python_tsp,5264.211583678567,5264.211583678567,"[0, 2, 3, 1, 0]",True,0.0,0.0,"[0, 1, 3, 2, 0]",5264.211583678568,ps5,"{'suffix': 'ps5', 'perturbation_scheme': 'ps5'}",[],,,,,0.0003396000000002,,,,,,
18,4,18,TSP_CITIES_SET_18_N_4.json,TIME_AND_DATA,local_search_heuristic_lib_python_tsp,3896.436039942133,3896.436039942133,"[0, 3, 2, 1, 0]",True,0.0,0.0,"[0, 1, 2, 3, 0]",3896.436039942133,ps5,"{'suffix': 'ps5', 'perturbation_scheme': 'ps5'}",[],,,,,0.0002520000000001,,,,,,
19,4,19,TSP_CITIES_SET_19_N_4.json,TIME_AND_DATA,local_search_heuristic_lib_python_tsp,2688.167356260725,2688.167356260725,"[0, 2, 1, 3, 0]",True,0.0,0.0,"[0, 2, 1, 3, 0]",2688.167356260725,ps5,"{'suffix': 'ps5', 'perturbation_scheme': 'ps5'}",[],,,,,0.0002572999999999,,,,,,
20,4,20,TSP_CITIES_SET_20_N_4.json,TIME_AND_DATA,local_search_heuristic_lib_python_tsp,4329.418741367845,4329.418741367845,"[0, 1, 3, 2, 0]",True,0.0,0.0,"[0, 2, 3, 1, 0]",4329.4187413678455,ps5,"{'suffix': 'ps5', 'perturbation_scheme': 'ps5'}",[],,,,,0.0003118999999998,,,,,,
21,4,21,TSP_CITIES_SET_21_N_4.json,TIME_AND_DATA,local_search_heuristic_lib_python_tsp,3863.8166808924393,3863.8166808924393,"[0, 3, 2, 1, 0]",True,0.0,0.0,"[0, 1, 2, 3, 0]",3863.81668089244,ps5,"{'suffix': 'ps5', 'perturbation_scheme': 'ps5'}",[],,,,,0.0003131999999999,,,,,,
22,4,22,TSP_CITIES_SET_22_N_4.json,TIME_AND_DATA,local_search_heuristic_lib_python_tsp,3788.7703176913783,3788.7703176913783,"[0, 3, 1, 2, 0]",True,0.0,0.0,"[0, 2, 1, 3, 0]",3788.7703176913774,ps5,"{'suffix': 'ps5', 'perturbation_scheme': 'ps5'}",[],,,,,0.0003001,,,,,,
23,4,23,TSP_CITIES_SET_23_N_4.json,TIME_AND_DATA,local_search_heuristic_lib_python_tsp,3278.303049058874,3278.303049058874,"[0, 3, 1, 2, 0]",True,0.0,0.0,"[0, 2, 1, 3, 0]",3278.3030490588744,ps5,"{'suffix': 'ps5', 'perturbation_scheme': 'ps5'}",[],,,,,0.00034,,,,,,
24,4,24,TSP_CITIES_SET_24_N_4.json,TIME_AND_DATA,local_search_heuristic_lib_python_tsp,4242.34512556507,4242.34512556507,"[0, 1, 3, 2, 0]",True,0.0,0.0,"[0, 2, 3, 1, 0]",4242.345125565071,ps5,"{'suffix': 'ps5', 'perturbation_scheme': 'ps5'}",[],,,,,0.0003481,,,,,,
25,4,25,TSP_CITIES_SET_25_N_4.json,TIME_AND_DATA,local_search_heuristic_lib_python_tsp,2793.583564604941,2793.583564604941,"[0, 3, 2, 1, 0]",True,0.0,0.0,"[0, 1, 2, 3, 0]",2793.583564604941,ps5,"{'suffix': 'ps5', 'perturbation_scheme': 'ps5'}",[],,,,,0.0002570999999997,,,,,,
26,4,26,TSP_CITIES_SET_26_N_4.json,TIME_AND_DATA,local_search_heuristic_lib_python_tsp,2017.3640236308008,2017.3640236308008,"[0, 2, 3, 1, 0]",True,0.0,0.0,"[0, 1, 3, 2, 0]",2017.3640236308008,ps5,"{'suffix': 'ps5', 'perturbation_scheme': 'ps5'}",[],,,,,0.0002173,,,,,,
27,4,27,TSP_CITIES_SET_27_N_4.json,TIME_AND_DATA,local_search_heuristic_lib_python_tsp,4189.560710983533,4189.560710983533,"[0, 1, 2, 3, 0]",True,0.0,0.0,"[0, 1, 2, 3, 0]",4189.560710983533,ps5,"{'suffix': 'ps5', 'perturbation_scheme': 'ps5'}",[],,,,,0.0002788999999996,,,,,,
28,4,28,TSP_CITIES_SET_28_N_4.json,TIME_AND_DATA,local_search_heuristic_lib_python_tsp,4934.156462174213,4934.156462174213,"[0, 2, 1, 3, 0]",True,0.0,0.0,"[0, 2, 1, 3, 0]",4934.156462174214,ps5,"{'suffix': 'ps5', 'perturbation_scheme': 'ps5'}",[],,,,,0.0002482000000001,,,,,,
29,4,29,TSP_CITIES_SET_29_N_4.json,TIME_AND_DATA,local_search_heuristic_lib_python_tsp,3948.194596877481,3948.194596877481,"[0, 3, 2, 1, 0]",True,0.0,0.0,"[0, 1, 2, 3, 0]",3948.1945968774817,ps5,"{'suffix': 'ps5', 'perturbation_scheme': 'ps5'}",[],,,,,0.0002919999999999,,,,,,
30,4,30,TSP_CITIES_SET_30_N_4.json,TIME_AND_DATA,local_search_heuristic_lib_python_tsp,2203.656198291435,2203.656198291435,"[0, 2, 1, 3, 0]",True,0.0,0.0,"[0, 2, 1, 3, 0]",2203.656198291435,ps5,"{'suffix': 'ps5', 'perturbation_scheme': 'ps5'}",[],,,,,0.0002352999999999,,,,,,
31,4,31,TSP_CITIES_SET_31_N_4.json,TIME_AND_DATA,local_search_heuristic_lib_python_tsp,3168.4961574705453,3168.4961574705453,"[0, 2, 3, 1, 0]",True,0.0,0.0,"[0, 1, 3, 2, 0]",3168.4961574705458,ps5,"{'suffix': 'ps5', 'perturbation_scheme': 'ps5'}",[],,,,,0.0003364000000001,,,,,,
32,4,32,TSP_CITIES_SET_32_N_4.json,TIME_AND_DATA,local_search_heuristic_lib_python_tsp,4092.660957968372,4092.660957968372,"[0, 3, 2, 1, 0]",True,0.0,0.0,"[0, 1, 2, 3, 0]",4092.660957968372,ps5,"{'suffix': 'ps5', 'perturbation_scheme': 'ps5'}",[],,,,,0.0002319000000001,,,,,,
33,4,33,TSP_CITIES_SET_33_N_4.json,TIME_AND_DATA,local_search_heuristic_lib_python_tsp,3685.2488994747496,3685.2488994747496,"[0, 1, 3, 2, 0]",True,0.0,0.0,"[0, 1, 3, 2, 0]",3685.2488994747496,ps5,"{'suffix': 'ps5', 'perturbation_scheme': 'ps5'}",[],,,,,0.0002161999999996,,,,,,
34,4,34,TSP_CITIES_SET_34_N_4.json,TIME_AND_DATA,local_search_heuristic_lib_python_tsp,4787.753482300714,4787.753482300714,"[0, 3, 2, 1, 0]",True,0.0,0.0,"[0, 1, 2, 3, 0]",4787.7534823007145,ps5,"{'suffix': 'ps5', 'perturbation_scheme': 'ps5'}",[],,,,,0.0002665000000003,,,,,,
35,4,35,TSP_CITIES_SET_35_N_4.json,TIME_AND_DATA,local_search_heuristic_lib_python_tsp,1913.935662907206,1913.935662907206,"[0, 1, 2, 3, 0]",True,0.0,0.0,"[0, 3, 2, 1, 0]",1913.9356629072065,ps5,"{'suffix': 'ps5', 'perturbation_scheme': 'ps5'}",[],,,,,0.0003443,,,,,,
36,4,36,TSP_CITIES_SET_36_N_4.json,TIME_AND_DATA,local_search_heuristic_lib_python_tsp,3214.4233488551345,3214.4233488551345,"[0, 3, 1, 2, 0]",True,0.0,0.0,"[0, 2, 1, 3, 0]",3214.4233488551345,ps5,"{'suffix': 'ps5', 'perturbation_scheme': 'ps5'}",[],,,,,0.0004382,,,,,,
37,4,37,TSP_CITIES_SET_37_N_4.json,TIME_AND_DATA,local_search_heuristic_lib_python_tsp,1570.586919004846,1570.586919004846,"[0, 2, 3, 1, 0]",True,0.0,0.0,"[0, 1, 3, 2, 0]",1570.586919004846,ps5,"{'suffix': 'ps5', 'perturbation_scheme': 'ps5'}",[],,,,,0.0002482999999999,,,,,,
38,4,38,TSP_CITIES_SET_38_N_4.json,TIME_AND_DATA,local_search_heuristic_lib_python_tsp,1776.520274757937,1776.520274757937,"[0, 2, 3, 1, 0]",True,0.0,0.0,"[0, 1, 3, 2, 0]",1776.520274757937,ps5,"{'suffix': 'ps5', 'perturbation_scheme': 'ps5'}",[],,,,,0.0002161000000002,,,,,,
39,4,39,TSP_CITIES_SET_39_N_4.json,TIME_AND_DATA,local_search_heuristic_lib_python_tsp,4803.088498867297,4803.088498867297,"[0, 2, 1, 3, 0]",True,0.0,0.0,"[0, 2, 1, 3, 0]",4803.088498867297,ps5,"{'suffix': 'ps5', 'perturbation_scheme': 'ps5'}",[],,,,,0.0002674999999996,,,,,,
40,4,40,TSP_CITIES_SET_40_N_4.json,TIME_AND_DATA,local_search_heuristic_lib_python_tsp,2481.6044058548623,2481.6044058548623,"[0, 2, 1, 3, 0]",True,0.0,0.0,"[0, 3, 1, 2, 0]",2481.6044058548628,ps5,"{'suffix': 'ps5', 'perturbation_scheme': 'ps5'}",[],,,,,0.0002168,,,,,,
41,4,41,TSP_CITIES_SET_41_N_4.json,TIME_AND_DATA,local_search_heuristic_lib_python_tsp,3016.910125633208,3016.910125633208,"[0, 3, 2, 1, 0]",True,0.0,0.0,"[0, 1, 2, 3, 0]",3016.9101256332087,ps5,"{'suffix': 'ps5', 'perturbation_scheme': 'ps5'}",[],,,,,0.0002841,,,,,,
42,4,42,TSP_CITIES_SET_42_N_4.json,TIME_AND_DATA,local_search_heuristic_lib_python_tsp,2324.932545836474,2324.932545836474,"[0, 3, 1, 2, 0]",True,0.0,0.0,"[0, 2, 1, 3, 0]",2324.932545836475,ps5,"{'suffix': 'ps5', 'perturbation_scheme': 'ps5'}",[],,,,,0.0002634999999999,,,,,,
