,number_of_cities,index_of_sample,name_of_src_file           ,type_of_measurement,used_algorithm                       ,full_cost,hamiltonian_cycle_cost,best_way,suffix ,parameters                                               ,utilization_of_cpu,min_utilization_of_cpu,avg_utilization_of_cpu,std_utilization_of_cpu,max_utilization_of_cpu,time_duration         ,used_memory_before_measurement_in_bytes,used_memory_peak_before_measurement_in_bytes,used_memory_after_measurement_in_bytes,used_memory_peak_after_measurement_in_bytes,used_memory_diff_before_after_measurement_in_bytes,used_memory_peak_diff_before_after_measurement_in_bytes
0,4,0,TSP_CITIES_SET_0_N_4.json  ,CPU                ,local_search_heuristic_lib_python_tsp,nan      ,nan                   ,[]      ,ps6    ,"{'suffix': 'ps6', 'perturbation_scheme': 'ps6'}        ",[12.5]            ,12.5,12.5,nan                   ,12.5,0.0003440999999999,nan                                    ,nan                                         ,nan                                   ,nan                                        ,nan                                               ,
1,4,1,TSP_CITIES_SET_1_N_4.json  ,CPU                ,local_search_heuristic_lib_python_tsp,nan      ,nan                   ,[]      ,ps6    ,"{'suffix': 'ps6', 'perturbation_scheme': 'ps6'}        ",[12.5]            ,12.5,12.5,nan                   ,12.5,0.0003447000000003,nan                                    ,nan                                         ,nan                                   ,nan                                        ,nan                                               ,
2,4,2,TSP_CITIES_SET_2_N_4.json  ,CPU                ,local_search_heuristic_lib_python_tsp,nan      ,nan                   ,[]      ,ps6    ,"{'suffix': 'ps6', 'perturbation_scheme': 'ps6'}        ",[0.0]             ,0.0,0.0,nan                   ,0.0,0.0003442000000002,nan                                    ,nan                                         ,nan                                   ,nan                                        ,nan                                               ,
3,4,3,TSP_CITIES_SET_3_N_4.json  ,CPU                ,local_search_heuristic_lib_python_tsp,nan      ,nan                   ,[]      ,ps6    ,"{'suffix': 'ps6', 'perturbation_scheme': 'ps6'}        ",[0.0]             ,0.0,0.0,nan                   ,0.0,0.0003248,nan                                    ,nan                                         ,nan                                   ,nan                                        ,nan                                               ,
4,4,4,TSP_CITIES_SET_4_N_4.json  ,CPU                ,local_search_heuristic_lib_python_tsp,nan      ,nan                   ,[]      ,ps6    ,"{'suffix': 'ps6', 'perturbation_scheme': 'ps6'}        ",[1.6]             ,1.6,1.6,nan                   ,1.6,0.0003269999999999,nan                                    ,nan                                         ,nan                                   ,nan                                        ,nan                                               ,
5,4,5,TSP_CITIES_SET_5_N_4.json  ,CPU                ,local_search_heuristic_lib_python_tsp,nan      ,nan                   ,[]      ,ps6    ,"{'suffix': 'ps6', 'perturbation_scheme': 'ps6'}        ",[0.0]             ,0.0,0.0,nan                   ,0.0,0.0003277999999999,nan                                    ,nan                                         ,nan                                   ,nan                                        ,nan                                               ,
6,4,6,TSP_CITIES_SET_6_N_4.json  ,CPU                ,local_search_heuristic_lib_python_tsp,nan      ,nan                   ,[]      ,ps6    ,"{'suffix': 'ps6', 'perturbation_scheme': 'ps6'}        ",[1.8]             ,1.8,1.8,nan                   ,1.8,0.0003000000000001,nan                                    ,nan                                         ,nan                                   ,nan                                        ,nan                                               ,
7,4,7,TSP_CITIES_SET_7_N_4.json  ,CPU                ,local_search_heuristic_lib_python_tsp,nan      ,nan                   ,[]      ,ps6    ,"{'suffix': 'ps6', 'perturbation_scheme': 'ps6'}        ",[0.0]             ,0.0,0.0,nan                   ,0.0,0.0003508,nan                                    ,nan                                         ,nan                                   ,nan                                        ,nan                                               ,
8,4,8,TSP_CITIES_SET_8_N_4.json  ,CPU                ,local_search_heuristic_lib_python_tsp,nan      ,nan                   ,[]      ,ps6    ,"{'suffix': 'ps6', 'perturbation_scheme': 'ps6'}        ",[9.4]             ,9.4,9.4,nan                   ,9.4,0.0003402000000001,nan                                    ,nan                                         ,nan                                   ,nan                                        ,nan                                               ,
9,4,9,TSP_CITIES_SET_9_N_4.json  ,CPU                ,local_search_heuristic_lib_python_tsp,nan      ,nan                   ,[]      ,ps6    ,"{'suffix': 'ps6', 'perturbation_scheme': 'ps6'}        ",[0.0]             ,0.0,0.0,nan                   ,0.0,0.0003736,nan                                    ,nan                                         ,nan                                   ,nan                                        ,nan                                               ,
